"","Installed Capacity (MWelec)","tech","Ref ID","Date","run","broad_status","broad_status_start","passed_planning","passed_planning_time","passed_planning_time_wk","passed_planning_date","passed_connection","passed_connection_time","passed_connection_time_wk","passed_connection_date","passed_construction","passed_construction_time","passed_construction_time_wk","passed_construction_date"
"1",0.3,"Wind Onshore",7647,2025-01-01,1,"Completed","Planning",TRUE,53740800,88.8571428571429,2026-09-15,TRUE,860,122.857142857143,2029-01-22,TRUE,44323200,73.2857142857143,2030-06-19
"2",25,"Wind Onshore",3241,2025-01-01,1,"Completed","Planning",FALSE,50284800,83.1428571428572,2026-08-06,FALSE,1,0.142857142857143,2026-08-07,TRUE,-12268800,-20.2857142857143,2026-03-18
"3",12.1,"Wind Onshore",3599,2025-01-01,1,"Completed","Planning",FALSE,10540800,17.4285714285714,2025-05-03,TRUE,932,133.142857142857,2027-11-21,TRUE,34732800,57.4285714285714,2028-12-27
"4",0.3,"Wind Onshore",6801,2025-01-01,1,"Completed","Planning",TRUE,81734400,135.142857142857,2027-08-05,TRUE,986,140.857142857143,2030-04-17,TRUE,31536000,52.1428571428571,2031-04-17
"5",17.5,"Wind Onshore",4238,2025-01-01,1,"Completed","Planning",TRUE,124848000,206.428571428571,2028-12-16,TRUE,2251,321.571428571429,2035-02-14,TRUE,52531200,86.8571428571429,2036-10-14
"6",6.5,"Solar Photovoltaics",2324,2025-01-01,1,"Completed","Planning",TRUE,16416000,27.1428571428571,2025-07-10,TRUE,513,73.2857142857143,2026-12-05,TRUE,2419200,4,2027-01-02
"7",15,"Wind Onshore",4066,2025-02-01,1,"Completed","Planning",TRUE,17971200,29.7142857142857,2025-08-28,TRUE,1895,270.714285714286,2030-11-05,TRUE,37584000,62.1428571428571,2032-01-14
"8",0.3,"Wind Onshore",8135,2025-02-01,1,"Completed","Planning",FALSE,20822400,34.4285714285714,2025-09-30,TRUE,2339,334.142857142857,2032-02-25,TRUE,50716800,83.8571428571429,2033-10-04
"9",7.3,"Wind Onshore",3566,2025-02-01,1,"Completed","Planning",TRUE,53827200,89,2026-10-17,TRUE,2308,329.714285714286,2033-02-10,TRUE,41644800,68.8571428571429,2034-06-07
"10",0.3,"Wind Onshore",7777,2025-02-01,1,"Completed","Planning",FALSE,68688000,113.571428571429,2027-04-07,TRUE,1428,204,2031-03-05,TRUE,28857600,47.7142857142857,2032-02-02
"11",0.25,"Wind Onshore",8875,2025-02-01,1,"Completed","Planning",TRUE,16416000,27.1428571428571,2025-08-10,TRUE,2295,327.857142857143,2031-11-22,TRUE,52531200,86.8571428571429,2033-07-22
"12",25,"Solar Photovoltaics",5955,2025-02-01,1,"Completed","Planning",TRUE,25488000,42.1428571428571,2025-11-23,TRUE,495,70.7142857142857,2027-04-02,TRUE,27648000,45.7142857142857,2028-02-16
"13",13.8,"Wind Onshore",6188,2025-03-01,1,"Completed","Planning",TRUE,15292800,25.2857142857143,2025-08-25,TRUE,987,141,2028-05-08,TRUE,7862400,13,2028-08-07
"14",8.5,"Solar Photovoltaics",5952,2025-03-01,1,"Completed","Planning",TRUE,9849600,16.2857142857143,2025-06-23,FALSE,503,71.8571428571428,2026-11-08,TRUE,5702400,9.42857142857143,2027-01-13
"15",10.5,"Wind Onshore",2958,2025-04-01,1,"Completed","Planning",TRUE,32832000,54.2857142857143,2026-04-16,TRUE,1620,231.428571428571,2030-09-22,TRUE,33696000,55.7142857142857,2031-10-17
"16",10.9,"Solar Photovoltaics",5439,2025-04-01,1,"Completed","Planning",TRUE,57542400,95.1428571428572,2027-01-27,TRUE,779,111.285714285714,2029-03-16,TRUE,22377600,37,2029-11-30
"17",0.85,"Wind Onshore",14114,2025-05-01,1,"Completed","Planning",TRUE,47520000,78.5714285714286,2026-11-02,TRUE,3281,468.714285714286,2035-10-27,TRUE,28684800,47.4285714285714,2036-09-23
"18",0.66,"Wind Onshore",14112,2025-06-01,1,"Completed","Planning",TRUE,39657600,65.5714285714286,2026-09-03,TRUE,932,133.142857142857,2029-03-23,TRUE,19612800,32.4285714285714,2029-11-05
"19",20,"Wind Onshore",2960,2025-07-01,1,"Completed","Planning",TRUE,30326400,50.1428571428571,2026-06-17,TRUE,986,140.857142857143,2029-02-27,TRUE,23673600,39.1428571428571,2029-11-28
"20",25,"Solar Photovoltaics",5955,2025-07-01,1,"Completed","Planning",TRUE,2678400,4.42857142857143,2025-08-01,FALSE,528,75.4285714285714,2027-01-11,TRUE,20217600,33.4285714285714,2027-09-02
"21",0.3,"Wind Onshore",8074,2025-08-01,1,"Completed","Planning",FALSE,9763200,16.1428571428571,2025-11-22,TRUE,986,140.857142857143,2028-08-04,TRUE,28684800,47.4285714285714,2029-07-02
"22",4.1,"Solar Photovoltaics",5201,2025-08-01,1,"Completed","Planning",TRUE,22636800,37.4285714285714,2026-04-20,TRUE,387,55.2857142857143,2027-05-12,TRUE,6307200,10.4285714285714,2027-07-24
"23",6.5,"Solar Photovoltaics",2324,2025-09-01,1,"Completed","Planning",TRUE,25488000,42.1428571428571,2026-06-23,TRUE,879,125.571428571429,2028-11-18,TRUE,10281600,17,2029-03-17
"24",0.25,"Wind Onshore",8266,2025-10-01,1,"Completed","Planning",FALSE,27043200,44.7142857142857,2026-08-10,TRUE,240,34.2857142857143,2027-04-07,TRUE,32745600,54.1428571428571,2028-04-20
"25",29.9,"Solar Photovoltaics",16337,2025-10-01,1,"Completed","Planning",TRUE,8467200,14,2026-01-07,TRUE,683,97.5714285714286,2027-11-21,TRUE,8899200,14.7142857142857,2028-03-03
"26",0.25,"Wind Onshore",16476,2025-11-01,1,"Completed","Planning",TRUE,27907200,46.1428571428571,2026-09-20,TRUE,398,56.8571428571429,2027-10-23,TRUE,29548800,48.8571428571429,2028-09-29
"27",0.3,"Wind Onshore",7644,2025-12-01,1,"Completed","Planning",TRUE,62294400,103,2027-11-22,TRUE,2150,307.142857142857,2033-10-11,TRUE,29548800,48.8571428571429,2034-09-18
"28",2,"Solar Photovoltaics",16583,2025-12-01,1,"Completed","Planning",TRUE,22636800,37.4285714285714,2026-08-20,TRUE,495,70.7142857142857,2027-12-28,TRUE,8899200,14.7142857142857,2028-04-09
"29",0.25,"Wind Onshore",11506,2026-01-01,1,"Completed","Planning",TRUE,94176000,155.714285714286,2028-12-26,TRUE,1895,270.714285714286,2034-03-05,TRUE,12614400,20.8571428571429,2034-07-29
"30",4.9,"Solar Photovoltaics",6121,2026-01-01,1,"Completed","Planning",TRUE,20304000,33.5714285714286,2026-08-24,TRUE,513,73.2857142857143,2028-01-19,TRUE,18316800,30.2857142857143,2028-08-18
"31",12,"Wind Onshore",4155,2026-02-01,1,"Completed","Planning",TRUE,62553600,103.428571428571,2028-01-26,TRUE,1039,148.428571428571,2030-11-30,TRUE,28857600,47.7142857142857,2031-10-30
"32",25.2,"Solar Photovoltaics",5443,2026-02-01,1,"Completed","Planning",TRUE,5443200,9,2026-04-05,TRUE,313,44.7142857142857,2027-02-12,TRUE,11318400,18.7142857142857,2027-06-23
"33",19.8,"Wind Onshore",6546,2026-03-01,1,"Completed","Planning",TRUE,22291200,36.8571428571429,2026-11-14,TRUE,568,81.1428571428571,2028-06-04,TRUE,27388800,45.2857142857143,2029-04-17
"34",18,"Solar Photovoltaics",6506,2026-03-01,1,"Completed","Planning",TRUE,20995200,34.7142857142857,2026-10-30,TRUE,879,125.571428571429,2029-03-27,TRUE,2419200,4,2029-04-24
"35",15,"Wind Onshore",3714,2026-04-01,1,"Completed","Planning",TRUE,90892800,150.285714285714,2029-02-16,TRUE,940,134.285714285714,2031-09-14,TRUE,65232000,107.857142857143,2033-10-08
"36",NA,"Wind Onshore",14127,2026-04-01,1,"Completed","Planning",TRUE,137635200,227.571428571429,2030-08-11,TRUE,1428,204,2034-07-09,TRUE,28857600,47.7142857142857,2035-06-08
"37",2,"Solar Photovoltaics",16445,2026-04-01,1,"Completed","Planning",TRUE,56160000,92.8571428571429,2028-01-11,TRUE,528,75.4285714285714,2029-06-22,TRUE,12960000,21.4285714285714,2029-11-19
"38",0.85,"Wind Onshore",14114,2026-05-01,1,"Completed","Planning",TRUE,28684800,47.4285714285714,2027-03-29,TRUE,303,43.2857142857143,2028-01-26,TRUE,50716800,83.8571428571429,2029-09-04
"39",25,"Solar Photovoltaics",5967,2026-05-01,1,"Completed","Planning",TRUE,14601600,24.1428571428571,2026-10-17,TRUE,495,70.7142857142857,2028-02-24,TRUE,6307200,10.4285714285714,2028-05-07
"40",5,"Wind Onshore",3122,2026-06-01,1,"Completed","Planning",FALSE,31622400,52.2857142857143,2027-06-02,TRUE,3267,466.714285714286,2036-05-12,TRUE,68688000,113.571428571429,2038-07-16
"41",5,"Solar Photovoltaics",5203,2026-06-01,1,"Completed","Planning",TRUE,27993600,46.2857142857143,2027-04-21,TRUE,261,37.2857142857143,2028-01-07,TRUE,11318400,18.7142857142857,2028-05-17
"42",0.3,"Wind Onshore",8074,2026-07-01,1,"Completed","Planning",TRUE,35510400,58.7142857142857,2027-08-16,TRUE,860,122.857142857143,2029-12-23,TRUE,23673600,39.1428571428571,2030-09-23
"43",3.8,"Solar Photovoltaics",1350,2026-07-01,1,"Completed","Planning",TRUE,16848000,27.8571428571429,2027-01-12,TRUE,879,125.571428571429,2029-06-09,TRUE,12960000,21.4285714285714,2029-11-06
"44",0.85,"Wind Onshore",14114,2026-08-01,1,"Completed","Planning",FALSE,118886400,196.571428571429,2030-05-08,TRUE,1466,209.428571428571,2034-05-13,TRUE,54259200,89.7142857142857,2036-01-31
"45",0.2,"Solar Photovoltaics",7903,2026-08-01,1,"Completed","Planning",TRUE,9936000,16.4285714285714,2026-11-24,TRUE,646,92.2857142857143,2028-08-31,TRUE,2419200,4,2028-09-28
"46",0.3,"Wind Onshore",7664,2026-09-01,1,"Completed","Planning",FALSE,106531200,176.142857142857,2030-01-16,TRUE,240,34.2857142857143,2030-09-13,TRUE,12614400,20.8571428571429,2031-02-06
"47",0.25,"Wind Onshore",8236,2026-10-01,1,"Completed","Planning",TRUE,25315200,41.8571428571429,2027-07-21,FALSE,1895,270.714285714286,2032-09-27,TRUE,28857600,47.7142857142857,2033-08-27
"48",10.9,"Solar Photovoltaics",5439,2026-10-01,1,"Completed","Planning",FALSE,30672000,50.7142857142857,2027-09-21,TRUE,387,55.2857142857143,2028-10-12,TRUE,27648000,45.7142857142857,2029-08-28
"49",0.25,"Wind Onshore",8236,2026-11-01,1,"Completed","Planning",FALSE,59184000,97.8571428571429,2028-09-16,FALSE,398,56.8571428571429,2029-10-19,TRUE,5270400,8.71428571428572,2029-12-19
"50",4.1,"Solar Photovoltaics",6325,2026-11-01,1,"Completed","Planning",FALSE,9936000,16.4285714285714,2027-02-24,TRUE,603,86.1428571428571,2028-10-19,TRUE,2419200,4,2028-11-16
"51",18.4,"Wind Onshore",3953,2026-12-01,1,"Completed","Planning",TRUE,141264000,233.571428571429,2031-05-24,TRUE,1127,161,2034-06-24,TRUE,41299200,68.2857142857143,2035-10-15
"52",NA,"Wind Onshore",8867,2027-01-01,1,"Completed","Planning",TRUE,143510400,237.285714285714,2031-07-20,TRUE,940,134.285714285714,2034-02-14,TRUE,36892800,61,2035-04-17
"53",0.3,"Wind Onshore",17825,2027-01-01,1,"Completed","Planning",TRUE,22291200,36.8571428571429,2027-09-16,FALSE,2159,308.428571428571,2033-08-14,TRUE,30067200,49.7142857142857,2034-07-28
"54",18,"Solar Photovoltaics",6506,2027-01-01,1,"Completed","Planning",TRUE,9936000,16.4285714285714,2027-04-26,FALSE,563,80.4285714285714,2028-11-09,TRUE,8899200,14.7142857142857,2029-02-20
"55",4.6,"Wind Onshore",3715,2027-02-01,1,"Completed","Planning",TRUE,7084800,11.7142857142857,2027-04-24,TRUE,809,115.571428571429,2029-07-11,TRUE,37584000,62.1428571428571,2030-09-19
"56",2,"Wind Onshore",5248,2027-02-01,1,"Completed","Planning",FALSE,27043200,44.7142857142857,2027-12-11,TRUE,303,43.2857142857143,2028-10-09,TRUE,65232000,107.857142857143,2030-11-03
"57",0.15,"Solar Photovoltaics",15229,2027-02-01,1,"Completed","Planning",TRUE,16848000,27.8571428571429,2027-08-15,TRUE,495,70.7142857142857,2028-12-22,TRUE,10281600,17,2029-04-20
"58",1,"Wind Onshore",3678,2027-03-01,1,"Completed","Planning",TRUE,81043200,134,2029-09-24,TRUE,687,98.1428571428571,2031-08-12,TRUE,15811200,26.1428571428571,2032-02-11
"59",0.25,"Wind Onshore",8875,2027-03-01,1,"Completed","Planning",FALSE,7084800,11.7142857142857,2027-05-22,TRUE,3297,471,2036-05-31,TRUE,32745600,54.1428571428571,2037-06-14
"60",4.9,"Solar Photovoltaics",6002,2027-03-01,1,"Completed","Planning",TRUE,14601600,24.1428571428571,2027-08-17,TRUE,130,18.5714285714286,2027-12-25,TRUE,6825600,11.2857142857143,2028-03-13
"61",0.2,"Wind Onshore",18445,2027-04-01,1,"Completed","Planning",FALSE,69724800,115.285714285714,2029-06-16,TRUE,1558,222.571428571429,2033-09-21,TRUE,25315200,41.8571428571429,2034-07-11
"62",18.4,"Wind Onshore",5474,2027-04-01,1,"Completed","Planning",TRUE,4233600,7,2027-05-20,FALSE,1406,200.857142857143,2031-03-26,TRUE,12614400,20.8571428571429,2031-08-19
"63",6,"Solar Photovoltaics",5085,2027-04-01,1,"Completed","Planning",TRUE,15292800,25.2857142857143,2027-09-25,TRUE,130,18.5714285714286,2028-02-02,TRUE,2419200,4,2028-03-01
"64",NA,"Wind Onshore",18147,2027-05-01,1,"Completed","Planning",TRUE,28598400,47.2857142857143,2028-03-27,FALSE,3281,468.714285714286,2037-03-21,TRUE,43286400,71.5714285714286,2038-08-04
"65",2,"Solar Photovoltaics",16583,2027-05-01,1,"Completed","Planning",TRUE,20822400,34.4285714285714,2027-12-28,TRUE,879,125.571428571429,2030-05-25,TRUE,22809600,37.7142857142857,2031-02-13
"66",0.25,"Wind Onshore",11506,2027-06-01,1,"Completed","Planning",TRUE,47779200,79,2028-12-05,TRUE,1558,222.571428571429,2033-03-12,TRUE,-12268800,-20.2857142857143,2032-10-21
"67",2.5,"Solar Photovoltaics",16454,2027-06-01,1,"Completed","Planning",TRUE,30672000,50.7142857142857,2028-05-21,TRUE,494,70.5714285714286,2029-09-27,TRUE,8640000,14.2857142857143,2030-01-05
"68",0.25,"Wind Onshore",8873,2027-07-01,1,"Completed","Planning",TRUE,152236800,251.714285714286,2032-04-27,TRUE,1542,220.285714285714,2036-07-17,TRUE,33696000,55.7142857142857,2037-08-11
"69",2.5,"Solar Photovoltaics",16454,2027-07-01,1,"Completed","Planning",FALSE,56160000,92.8571428571429,2029-04-11,TRUE,313,44.7142857142857,2030-02-18,TRUE,20217600,33.4285714285714,2030-10-10
"70",6,"Wind Onshore",3522,2027-08-01,1,"Completed","Planning",TRUE,68774400,113.714285714286,2029-10-05,FALSE,1,0.142857142857143,2029-10-06,TRUE,8726400,14.4285714285714,2030-01-15
"71",5,"Solar Photovoltaics",5205,2027-08-01,1,"Completed","Planning",TRUE,8467200,14,2027-11-07,TRUE,646,92.2857142857143,2029-08-14,TRUE,5616000,9.28571428571429,2029-10-18
"72",25,"Wind Onshore",7530,2027-09-01,1,"Completed","Planning",FALSE,68688000,113.571428571429,2029-11-04,TRUE,40,5.71428571428571,2029-12-14,TRUE,59356800,98.1428571428572,2031-11-01
"73",1,"Solar Photovoltaics",6105,2027-09-01,1,"Completed","Planning",FALSE,12182400,20.1428571428571,2028-01-20,TRUE,563,80.4285714285714,2029-08-05,TRUE,8899200,14.7142857142857,2029-11-16
"74",2,"Wind Onshore",4953,2027-10-01,1,"Completed","Planning",TRUE,50025600,82.7142857142857,2029-05-02,FALSE,414,59.1428571428571,2030-06-20,TRUE,28684800,47.4285714285714,2031-05-18
"75",NA,"Solar Photovoltaics",14126,2027-10-01,1,"Completed","Planning",TRUE,27993600,46.2857142857143,2028-08-20,TRUE,779,111.285714285714,2030-10-08,TRUE,5097600,8.42857142857143,2030-12-06
"76",0.2,"Wind Onshore",7560,2027-11-01,1,"Completed","Planning",TRUE,53827200,89,2029-07-16,TRUE,1466,209.428571428571,2033-07-21,TRUE,28857600,47.7142857142857,2034-06-20
"77",4.8,"Solar Photovoltaics",1296,2027-11-01,1,"Completed","Planning",TRUE,9936000,16.4285714285714,2028-02-24,TRUE,563,80.4285714285714,2029-09-09,TRUE,5616000,9.28571428571429,2029-11-13
"78",30,"Wind Onshore",4151,2027-12-01,1,"Completed","Planning",TRUE,18921600,31.2857142857143,2028-07-07,FALSE,986,140.857142857143,2031-03-20,TRUE,15638400,25.8571428571429,2031-09-17
"79",1,"Solar Photovoltaics",6105,2027-12-01,1,"Completed","Planning",TRUE,26006400,43,2028-09-27,FALSE,513,73.2857142857143,2030-02-22,TRUE,18316800,30.2857142857143,2030-09-22
"80",NA,"Wind Onshore",17461,2028-01-01,1,"Completed","Planning",TRUE,44409600,73.4285714285714,2029-05-29,TRUE,825,117.857142857143,2031-09-01,TRUE,21427200,35.4285714285714,2032-05-06
"81",51,"Wind Onshore",2794,2028-01-01,1,"Completed","Planning",TRUE,30153600,49.8571428571429,2028-12-15,TRUE,1127,161,2032-01-16,TRUE,54259200,89.7142857142857,2033-10-05
"82",5,"Wind Onshore",3122,2028-01-01,1,"Completed","Planning",TRUE,10540800,17.4285714285714,2028-05-02,TRUE,736,105.142857142857,2030-05-08,TRUE,32745600,54.1428571428571,2031-05-22
"83",6.5,"Solar Photovoltaics",2324,2028-01-01,1,"Completed","Planning",TRUE,20995200,34.7142857142857,2028-08-31,FALSE,495,70.7142857142857,2030-01-08,TRUE,5270400,8.71428571428572,2030-03-10
"84",0.7,"Solar Photovoltaics",17115,2028-01-01,1,"Completed","Planning",TRUE,12528000,20.7142857142857,2028-05-25,TRUE,486,69.4285714285714,2029-09-23,TRUE,6825600,11.2857142857143,2029-12-11
"85",20.7,"Wind Onshore",2710,2028-02-01,1,"Completed","Planning",TRUE,31622400,52.2857142857143,2029-02-01,TRUE,1889,269.857142857143,2034-04-05,TRUE,21427200,35.4285714285714,2034-12-09
"86",17.5,"Wind Onshore",4238,2028-02-01,1,"Completed","Planning",FALSE,10972800,18.1428571428571,2028-06-07,TRUE,1428,204,2032-05-05,TRUE,36201600,59.8571428571429,2033-06-28
"87",6.7,"Solar Photovoltaics",5463,2028-02-01,1,"Completed","Planning",TRUE,10022400,16.5714285714286,2028-05-27,TRUE,401,57.2857142857143,2029-07-02,TRUE,27648000,45.7142857142857,2030-05-18
"88",0.3,"Wind Onshore",7494,2028-03-01,1,"Completed","Planning",TRUE,78192000,129.285714285714,2030-08-23,TRUE,3297,471,2039-09-02,TRUE,5270400,8.71428571428572,2039-11-02
"89",0.15,"Wind Onshore",8431,2028-03-01,1,"Completed","Planning",TRUE,129340800,213.857142857143,2032-04-06,TRUE,2131,304.428571428571,2038-02-05,TRUE,41299200,68.2857142857143,2039-05-29
"90",6.7,"Solar Photovoltaics",5463,2028-03-01,1,"Completed","Planning",FALSE,22636800,37.4285714285714,2028-11-18,TRUE,646,92.2857142857143,2030-08-26,TRUE,20217600,33.4285714285714,2031-04-17
"91",20,"Wind Onshore",3253,2028-04-01,1,"Completed","Planning",TRUE,47779200,79,2029-10-06,TRUE,1466,209.428571428571,2033-10-11,TRUE,38534400,63.7142857142857,2034-12-31
"92",21,"Wind Onshore",6439,2028-04-01,1,"Completed","Planning",TRUE,40953600,67.7142857142857,2029-07-19,FALSE,414,59.1428571428571,2030-09-06,TRUE,30067200,49.7142857142857,2031-08-20
"93",1.3,"Solar Photovoltaics",5000,2028-04-01,1,"Completed","Planning",TRUE,2678400,4.42857142857143,2028-05-02,TRUE,313,44.7142857142857,2029-03-11,TRUE,20217600,33.4285714285714,2029-10-31
"94",0.3,"Wind Onshore",7673,2028-05-01,1,"Completed","Planning",TRUE,224121600,370.571428571429,2035-06-08,TRUE,853,121.857142857143,2037-10-08,TRUE,15638400,25.8571428571429,2038-04-07
"95",0.3,"Wind Onshore",7494,2028-05-01,1,"Completed","Planning",TRUE,29894400,49.4285714285714,2029-04-12,TRUE,1618,231.142857142857,2033-09-16,TRUE,15638400,25.8571428571429,2034-03-16
"96",NA,"Solar Photovoltaics",17417,2028-05-01,1,"Completed","Planning",TRUE,25488000,42.1428571428571,2029-02-20,TRUE,486,69.4285714285714,2030-06-21,TRUE,12960000,21.4285714285714,2030-11-18
"97",15,"Wind Onshore",3254,2028-06-01,1,"Completed","Planning",TRUE,36288000,60,2029-07-26,TRUE,1889,269.857142857143,2034-09-27,TRUE,59356800,98.1428571428572,2036-08-14
"98",1.6,"Wind Onshore",6572,2028-06-01,1,"Completed","Planning",TRUE,17193600,28.4285714285714,2028-12-17,TRUE,987,141,2031-08-31,TRUE,23673600,39.1428571428571,2032-05-31
"99",NA,"Solar Photovoltaics",17468,2028-06-01,1,"Completed","Planning",TRUE,20217600,33.4285714285714,2029-01-21,TRUE,879,125.571428571429,2031-06-19,TRUE,2419200,4,2031-07-17
"100",8,"Wind Onshore",4046,2028-07-01,1,"Completed","Planning",FALSE,126403200,209,2032-07-03,TRUE,1542,220.285714285714,2036-09-22,TRUE,34732800,57.4285714285714,2037-10-29
"101",0.2,"Wind Onshore",7801,2028-07-01,1,"Completed","Planning",TRUE,44409600,73.4285714285714,2029-11-27,TRUE,240,34.2857142857143,2030-07-25,TRUE,25315200,41.8571428571429,2031-05-14
"102",0.15,"Solar Photovoltaics",15229,2028-07-01,1,"Completed","Planning",TRUE,22636800,37.4285714285714,2029-03-20,TRUE,563,80.4285714285714,2030-10-04,TRUE,12960000,21.4285714285714,2031-03-03
"103",1.5,"Wind Onshore",5219,2028-08-01,1,"Completed","Planning",TRUE,66528000,110,2030-09-10,TRUE,2131,304.428571428571,2036-07-11,TRUE,26352000,43.5714285714286,2037-05-12
"104",27.6,"Wind Onshore",4058,2028-08-01,1,"Completed","Planning",TRUE,108691200,179.714285714286,2032-01-11,TRUE,66,9.42857142857143,2032-03-17,TRUE,59356800,98.1428571428572,2034-02-02
"105",25.7,"Solar Photovoltaics",4954,2028-08-01,1,"Completed","Planning",TRUE,10368000,17.1428571428571,2028-11-29,FALSE,513,73.2857142857143,2030-04-26,TRUE,5788800,9.57142857142857,2030-07-02
"106",2,"Wind Onshore",14132,2028-09-01,1,"Completed","Planning",TRUE,78192000,129.285714285714,2031-02-23,FALSE,1542,220.285714285714,2035-05-15,TRUE,29548800,48.8571428571429,2036-04-21
"107",0.225,"Wind Onshore",13991,2028-09-01,1,"Completed","Planning",TRUE,106790400,176.571428571429,2032-01-20,TRUE,3281,468.714285714286,2041-01-13,TRUE,28857600,47.7142857142857,2041-12-13
"108",2,"Solar Photovoltaics",16451,2028-09-01,1,"Completed","Planning",TRUE,15292800,25.2857142857143,2029-02-25,TRUE,495,70.7142857142857,2030-07-05,TRUE,4665600,7.71428571428571,2030-08-28
"109",5,"Solar Photovoltaics",5205,2028-09-01,1,"Completed","Planning",FALSE,29116800,48.1428571428571,2029-08-04,FALSE,563,80.4285714285714,2031-02-18,TRUE,5270400,8.71428571428572,2031-04-20
"110",0.2,"Wind Onshore",7801,2028-10-01,1,"Completed","Planning",TRUE,31622400,52.2857142857143,2029-10-02,FALSE,414,59.1428571428571,2030-11-20,TRUE,28425600,47,2031-10-15
"111",25.7,"Solar Photovoltaics",4954,2028-10-01,1,"Completed","Planning",TRUE,8467200,14,2029-01-07,TRUE,401,57.2857142857143,2030-02-12,TRUE,5616000,9.28571428571429,2030-04-18
"112",24,"Wind Onshore",4301,2028-11-01,1,"Completed","Planning",TRUE,124848000,206.428571428571,2032-10-16,TRUE,303,43.2857142857143,2033-08-15,TRUE,33696000,55.7142857142857,2034-09-09
"113",119,"Wind Onshore",4634,2028-11-01,1,"Completed","Planning",TRUE,158630400,262.285714285714,2033-11-11,TRUE,773,110.428571428571,2035-12-24,TRUE,33609600,55.5714285714286,2037-01-16
"114",20,"Solar Photovoltaics",17260,2028-11-01,1,"Completed","Planning",TRUE,20217600,33.4285714285714,2029-06-23,TRUE,563,80.4285714285714,2031-01-07,TRUE,4665600,7.71428571428571,2031-03-02
"115",NA,"Solar Photovoltaics",16293,2028-11-01,1,"Completed","Planning",TRUE,5443200,9,2029-01-03,FALSE,646,92.2857142857143,2030-10-11,TRUE,5097600,8.42857142857143,2030-12-09
"116",NA,"Wind Onshore",16353,2028-12-01,1,"Completed","Planning",FALSE,22809600,37.7142857142857,2029-08-22,TRUE,752,107.428571428571,2031-09-13,TRUE,22636800,37.4285714285714,2032-06-01
"117",2.5,"Solar Photovoltaics",16454,2028-12-01,1,"Completed","Planning",TRUE,36806400,60.8571428571429,2030-01-31,FALSE,130,18.5714285714286,2030-06-10,TRUE,11318400,18.7142857142857,2030-10-19
"118",NA,"Solar Photovoltaics",17468,2028-12-01,1,"Completed","Planning",TRUE,36806400,60.8571428571429,2030-01-31,FALSE,683,97.5714285714286,2031-12-15,TRUE,6307200,10.4285714285714,2032-02-26
"119",0.9,"Wind Onshore",13670,2029-01-01,1,"Completed","Planning",TRUE,90892800,150.285714285714,2031-11-19,FALSE,480,68.5714285714286,2033-03-13,TRUE,5270400,8.71428571428572,2033-05-13
"120",0.6,"Wind Onshore",17318,2029-01-01,1,"Completed","Planning",FALSE,20822400,34.4285714285714,2029-08-30,TRUE,825,117.857142857143,2031-12-03,TRUE,34732800,57.4285714285714,2033-01-08
"121",58.8,"Wind Onshore",11718,2029-01-01,1,"Completed","Planning",TRUE,16416000,27.1428571428571,2029-07-10,FALSE,1889,269.857142857143,2034-09-11,TRUE,46828800,77.4285714285714,2036-03-06
"122",NA,"Solar Photovoltaics",17417,2029-01-01,1,"Completed","Planning",TRUE,9936000,16.4285714285714,2029-04-26,TRUE,683,97.5714285714286,2031-03-10,TRUE,6307200,10.4285714285714,2031-05-22
"123",NA,"Solar Photovoltaics",16716,2029-01-01,1,"Completed","Planning",FALSE,4924800,8.14285714285714,2029-02-27,TRUE,272,38.8571428571429,2029-11-26,TRUE,22377600,37,2030-08-12
"124",0.5,"Wind Onshore",7682,2029-02-01,1,"Completed","Planning",TRUE,146793600,242.714285714286,2033-09-27,TRUE,240,34.2857142857143,2034-05-25,TRUE,37584000,62.1428571428571,2035-08-03
"125",NA,"Wind Onshore",16336,2029-02-01,1,"Completed","Planning",TRUE,12614400,20.8571428571429,2029-06-27,TRUE,1895,270.714285714286,2034-09-04,TRUE,56937600,94.1428571428572,2036-06-24
"126",0.25,"Wind Onshore",8258,2029-02-01,1,"Completed","Planning",TRUE,124416000,205.714285714286,2033-01-11,TRUE,1466,209.428571428571,2037-01-16,TRUE,23673600,39.1428571428571,2037-10-17
"127",1,"Solar Photovoltaics",14123,2029-02-01,1,"Completed","Planning",TRUE,16848000,27.8571428571429,2029-08-15,TRUE,261,37.2857142857143,2030-05-03,TRUE,8640000,14.2857142857143,2030-08-11
"128",0.2,"Solar Photovoltaics",7903,2029-02-01,1,"Completed","Planning",TRUE,5443200,9,2029-04-05,TRUE,401,57.2857142857143,2030-05-11,TRUE,20217600,33.4285714285714,2030-12-31
"129",17.5,"Wind Onshore",4238,2029-03-01,1,"Completed","Planning",TRUE,124848000,206.428571428571,2033-02-13,TRUE,1542,220.285714285714,2037-05-05,TRUE,5356800,8.85714285714286,2037-07-06
"130",0.25,"Wind Onshore",8266,2029-03-01,1,"Completed","Planning",TRUE,108691200,179.714285714286,2032-08-10,TRUE,809,115.571428571429,2034-10-28,TRUE,23673600,39.1428571428571,2035-07-29
"131",18.4,"Wind Onshore",5474,2029-03-01,1,"Completed","Planning",FALSE,27907200,46.1428571428571,2030-01-18,TRUE,940,134.285714285714,2032-08-15,TRUE,43286400,71.5714285714286,2033-12-29
