"","Installed Capacity (MWelec)","tech","Ref ID","Date","run","broad_status","broad_status_start","passed_planning","passed_planning_time","passed_planning_time_wk","passed_planning_date","passed_connection","passed_connection_time","passed_connection_time_wk","passed_connection_date","passed_construction","passed_construction_time","passed_construction_time_wk","passed_construction_date"
"728",4.1,"Solar Photovoltaics",6325,2028-09-01,3,"Completed","Planning",TRUE,57542400,95.1428571428572,2030-06-29,TRUE,272,38.8571428571429,2031-03-28,TRUE,18316800,30.2857142857143,2031-10-26
"729",0.7,"Wind Onshore",7367,2028-10-01,3,"Completed","Planning",TRUE,97632000,161.428571428571,2031-11-05,TRUE,422,60.2857142857143,2032-12-31,TRUE,34300800,56.7142857142857,2034-02-01
"730",0.6,"Wind Onshore",17257,2028-10-01,3,"Completed","Planning",TRUE,69724800,115.285714285714,2030-12-17,TRUE,1659,237,2035-07-03,TRUE,28857600,47.7142857142857,2036-06-01
"731",6.5,"Solar Photovoltaics",1789,2028-10-01,3,"Completed","Planning",TRUE,5443200,9,2028-12-03,TRUE,130,18.5714285714286,2029-04-12,TRUE,5616000,9.28571428571429,2029-06-16
"732",46.8,"Wind Onshore",7406,2028-11-01,3,"Completed","Planning",TRUE,29721600,49.1428571428571,2029-10-11,TRUE,1895,270.714285714286,2034-12-19,TRUE,15638400,25.8571428571429,2035-06-18
"733",9,"Wind Onshore",6187,2028-11-01,3,"Completed","Planning",FALSE,146966400,243,2033-06-29,TRUE,1039,148.428571428571,2036-05-03,TRUE,38534400,63.7142857142857,2037-07-23
"734",29.9,"Solar Photovoltaics",16337,2028-11-01,3,"Completed","Planning",TRUE,9936000,16.4285714285714,2029-02-24,TRUE,261,37.2857142857143,2029-11-12,TRUE,2419200,4,2029-12-10
"735",0.3,"Wind Onshore",7633,2028-12-01,3,"Completed","Planning",TRUE,9072000,15,2029-03-16,TRUE,825,117.857142857143,2031-06-19,TRUE,28857600,47.7142857142857,2032-05-18
"736",25,"Solar Photovoltaics",5967,2028-12-01,3,"Completed","Planning",TRUE,21513600,35.5714285714286,2029-08-07,TRUE,779,111.285714285714,2031-09-25,TRUE,5702400,9.42857142857143,2031-11-30
"737",10,"Wind Onshore",4216,2029-01-01,3,"Completed","Planning",TRUE,62294400,103,2030-12-23,TRUE,40,5.71428571428571,2031-02-01,TRUE,16588800,27.4285714285714,2031-08-12
"738",0.25,"Wind Onshore",16453,2029-01-01,3,"Completed","Planning",TRUE,50284800,83.1428571428572,2030-08-06,TRUE,422,60.2857142857143,2031-10-02,TRUE,16588800,27.4285714285714,2032-04-11
"739",13.8,"Wind Onshore",4564,2029-01-01,3,"Completed","Planning",TRUE,149817600,247.714285714286,2033-10-01,TRUE,1558,222.571428571429,2038-01-06,TRUE,41299200,68.2857142857143,2039-04-29
"740",6,"Solar Photovoltaics",4724,2029-01-01,3,"Completed","Planning",TRUE,20822400,34.4285714285714,2029-08-30,TRUE,513,73.2857142857143,2031-01-25,TRUE,2419200,4,2031-02-22
"741",6.5,"Solar Photovoltaics",1789,2029-01-01,3,"Completed","Planning",TRUE,40435200,66.8571428571429,2030-04-14,TRUE,568,81.1428571428571,2031-11-03,TRUE,5097600,8.42857142857143,2032-01-01
"742",0.85,"Wind Onshore",14130,2029-02-01,3,"Completed","Planning",TRUE,118195200,195.428571428571,2032-10-31,FALSE,3297,471,2041-11-10,TRUE,41644800,68.8571428571429,2043-03-07
"743",NA,"Wind Onshore",15346,2029-02-01,3,"Completed","Planning",TRUE,68688000,113.571428571429,2031-04-07,TRUE,1039,148.428571428571,2034-02-09,TRUE,32745600,54.1428571428571,2035-02-23
"744",0.9,"Wind Onshore",13670,2029-02-01,3,"Completed","Planning",TRUE,30153600,49.8571428571429,2030-01-16,FALSE,2308,329.714285714286,2036-05-12,TRUE,68688000,113.571428571429,2038-07-16
"745",1.3,"Solar Photovoltaics",5000,2029-02-01,3,"Completed","Planning",FALSE,25488000,42.1428571428571,2029-11-23,TRUE,495,70.7142857142857,2031-04-02,TRUE,5270400,8.71428571428572,2031-06-02
"746",5.9,"Solar Photovoltaics",4884,2029-02-01,3,"Completed","Planning",FALSE,12182400,20.1428571428571,2029-06-22,TRUE,272,38.8571428571429,2030-03-21,TRUE,12960000,21.4285714285714,2030-08-18
"747",NA,"Wind Onshore",8200,2029-03-01,3,"Completed","Planning",FALSE,35942400,59.4285714285714,2030-04-21,TRUE,1618,231.142857142857,2034-09-25,TRUE,37584000,62.1428571428571,2035-12-04
"748",10,"Wind Onshore",4216,2029-03-01,3,"Completed","Planning",TRUE,25315200,41.8571428571429,2029-12-19,FALSE,398,56.8571428571429,2031-01-21,TRUE,8726400,14.4285714285714,2031-05-02
"749",0.2,"Wind Onshore",7544,2029-03-01,3,"Completed","Planning",TRUE,126403200,209,2033-03-03,TRUE,1039,148.428571428571,2036-01-06,TRUE,36892800,61,2037-03-08
"750",4.9,"Solar Photovoltaics",5852,2029-03-01,3,"Completed","Planning",TRUE,20304000,33.5714285714286,2029-10-22,FALSE,261,37.2857142857143,2030-07-10,TRUE,27648000,45.7142857142857,2031-05-26
"751",25,"Solar Photovoltaics",6024,2029-03-01,3,"Completed","Planning",TRUE,30672000,50.7142857142857,2030-02-19,TRUE,486,69.4285714285714,2031-06-20,TRUE,5702400,9.42857142857143,2031-08-25
"752",NA,"Wind Onshore",16349,2029-04-01,3,"Completed","Planning",TRUE,20822400,34.4285714285714,2029-11-28,TRUE,986,140.857142857143,2032-08-10,TRUE,28944000,47.8571428571429,2033-07-11
"753",30,"Wind Onshore",4151,2029-04-01,3,"Completed","Planning",TRUE,146620800,242.428571428571,2033-11-23,TRUE,1542,220.285714285714,2038-02-12,TRUE,32745600,54.1428571428571,2039-02-26
"754",5.1,"Solar Photovoltaics",2371,2029-04-01,3,"Completed","Planning",TRUE,12182400,20.1428571428571,2029-08-20,FALSE,683,97.5714285714286,2031-07-04,TRUE,5788800,9.57142857142857,2031-09-09
"755",18.8,"Wind Onshore",4054,2029-05-01,3,"Completed","Planning",FALSE,49593600,82,2030-11-26,TRUE,987,141,2033-08-09,TRUE,15638400,25.8571428571429,2034-02-06
"756",0.4,"Wind Onshore",8422,2029-05-01,3,"Completed","Planning",TRUE,129254400,213.714285714286,2033-06-05,TRUE,3281,468.714285714286,2042-05-30,TRUE,54259200,89.7142857142857,2044-02-17
"757",6.5,"Solar Photovoltaics",2324,2029-05-01,3,"Completed","Planning",TRUE,40435200,66.8571428571429,2030-08-12,TRUE,401,57.2857142857143,2031-09-17,TRUE,22809600,37.7142857142857,2032-06-07
"758",NA,"Wind Onshore",16353,2029-06-01,3,"Completed","Planning",TRUE,30153600,49.8571428571429,2030-05-16,TRUE,239,34.1428571428571,2031-01-10,TRUE,23673600,39.1428571428571,2031-10-11
"759",6,"Wind Onshore",4282,2029-06-01,3,"Completed","Planning",TRUE,100915200,166.857142857143,2032-08-12,TRUE,3267,466.714285714286,2041-07-23,TRUE,50716800,83.8571428571429,2043-03-02
"760",0.15,"Solar Photovoltaics",15229,2029-06-01,3,"Completed","Planning",TRUE,36806400,60.8571428571429,2030-08-01,TRUE,495,70.7142857142857,2031-12-09,TRUE,10281600,17,2032-04-06
"761",3,"Solar Photovoltaics",6292,2029-06-01,3,"Completed","Planning",TRUE,26006400,43,2030-03-29,TRUE,486,69.4285714285714,2031-07-28,TRUE,6307200,10.4285714285714,2031-10-09
"762",22.8,"Wind Onshore",4673,2029-07-01,3,"Completed","Planning",TRUE,98755200,163.285714285714,2032-08-17,TRUE,687,98.1428571428571,2034-07-05,TRUE,38534400,63.7142857142857,2035-09-24
"763",4.6,"Wind Onshore",3680,2029-07-01,3,"Completed","Planning",TRUE,29721600,49.1428571428571,2030-06-10,TRUE,1623,231.857142857143,2034-11-19,TRUE,38534400,63.7142857142857,2036-02-08
"764",8.5,"Solar Photovoltaics",5952,2029-07-01,3,"Completed","Planning",TRUE,14601600,24.1428571428571,2029-12-17,TRUE,563,80.4285714285714,2031-07-03,TRUE,8640000,14.2857142857143,2031-10-11
"765",6.5,"Solar Photovoltaics",2324,2029-07-01,3,"Completed","Planning",TRUE,16416000,27.1428571428571,2030-01-07,FALSE,683,97.5714285714286,2031-11-21,TRUE,8640000,14.2857142857143,2032-02-29
"766",0.3,"Wind Onshore",7603,2029-08-01,3,"Completed","Planning",FALSE,166838400,275.857142857143,2034-11-14,FALSE,825,117.857142857143,2037-02-16,TRUE,15811200,26.1428571428571,2037-08-18
"767",NA,"Wind Onshore",18147,2029-08-01,3,"Completed","Planning",TRUE,140918400,233,2034-01-18,TRUE,1623,231.857142857143,2038-06-29,TRUE,0,0,2038-06-29
"768",1.5,"Wind Onshore",7213,2029-08-01,3,"Completed","Planning",TRUE,40953600,67.7142857142857,2030-11-18,TRUE,1620,231.428571428571,2035-04-26,TRUE,0,0,2035-04-26
"769",1,"Solar Photovoltaics",14123,2029-08-01,3,"Completed","Planning",FALSE,8467200,14,2029-11-07,TRUE,261,37.2857142857143,2030-07-26,TRUE,12960000,21.4285714285714,2030-12-23
"770",6,"Solar Photovoltaics",5085,2029-08-01,3,"Completed","Planning",TRUE,30672000,50.7142857142857,2030-07-22,FALSE,495,70.7142857142857,2031-11-29,TRUE,20217600,33.4285714285714,2032-07-20
"771",2,"Wind Onshore",4812,2029-09-01,3,"Completed","Planning",TRUE,65318400,108,2031-09-27,TRUE,1895,270.714285714286,2036-12-04,TRUE,41299200,68.2857142857143,2038-03-27
"772",0.6,"Wind Onshore",15438,2029-09-01,3,"Completed","Planning",TRUE,27043200,44.7142857142857,2030-07-11,TRUE,1141,163,2033-08-25,TRUE,12614400,20.8571428571429,2034-01-18
"773",13.8,"Wind Onshore",2716,2029-09-01,3,"Completed","Planning",TRUE,15292800,25.2857142857143,2030-02-25,FALSE,932,133.142857142857,2032-09-14,TRUE,31536000,52.1428571428571,2033-09-14
"774",5,"Solar Photovoltaics",5205,2029-09-01,3,"Completed","Planning",TRUE,8467200,14,2029-12-08,TRUE,420,60,2031-02-01,TRUE,5616000,9.28571428571429,2031-04-07
"775",0.25,"Wind Onshore",8869,2029-10-01,3,"Completed","Planning",FALSE,5702400,9.42857142857143,2029-12-06,TRUE,2150,307.142857142857,2035-10-26,TRUE,15638400,25.8571428571429,2036-04-24
"776",6,"Wind Onshore",4282,2029-10-01,3,"Completed","Planning",FALSE,11491200,19,2030-02-11,FALSE,1618,231.142857142857,2034-07-18,TRUE,32745600,54.1428571428571,2035-08-01
"777",4.9,"Solar Photovoltaics",5852,2029-10-01,3,"Completed","Planning",FALSE,22636800,37.4285714285714,2030-06-20,TRUE,261,37.2857142857143,2031-03-08,TRUE,5788800,9.57142857142857,2031-05-14
"778",54,"Wind Onshore",4504,2029-11-01,3,"Completed","Planning",TRUE,96854400,160.142857142857,2032-11-26,FALSE,2339,334.142857142857,2039-04-23,TRUE,37584000,62.1428571428571,2040-07-01
"779",NA,"Wind Onshore",17425,2029-11-01,3,"Completed","Planning",TRUE,78192000,129.285714285714,2032-04-24,TRUE,818,116.857142857143,2034-07-21,TRUE,37584000,62.1428571428571,2035-09-29
"780",50,"Solar Photovoltaics",6012,2029-11-01,3,"Completed","Planning",FALSE,29116800,48.1428571428571,2030-10-04,TRUE,563,80.4285714285714,2032-04-19,TRUE,2419200,4,2032-05-17
"781",2.5,"Solar Photovoltaics",16454,2029-11-01,3,"Completed","Planning",TRUE,22636800,37.4285714285714,2030-07-21,TRUE,486,69.4285714285714,2031-11-19,TRUE,18316800,30.2857142857143,2032-06-18
"782",21,"Wind Onshore",3969,2029-12-01,3,"Completed","Planning",TRUE,23932800,39.5714285714286,2030-09-04,TRUE,2646,378,2037-12-02,TRUE,28857600,47.7142857142857,2038-11-01
"783",2,"Wind Onshore",4812,2029-12-01,3,"Completed","Planning",TRUE,29721600,49.1428571428571,2030-11-10,TRUE,1620,231.428571428571,2035-04-18,TRUE,41126400,68,2036-08-06
"784",NA,"Solar Photovoltaics",16715,2029-12-01,3,"Completed","Planning",TRUE,29116800,48.1428571428571,2030-11-03,TRUE,401,57.2857142857143,2031-12-09,TRUE,6307200,10.4285714285714,2032-02-20
"785",NA,"Wind Onshore",16353,2030-01-01,3,"Completed","Planning",TRUE,18403200,30.4285714285714,2030-08-02,TRUE,987,141,2033-04-15,TRUE,65232000,107.857142857143,2035-05-10
"786",15,"Wind Onshore",4156,2030-01-01,3,"Completed","Planning",TRUE,14083200,23.2857142857143,2030-06-13,TRUE,2339,334.142857142857,2036-11-07,TRUE,36892800,61,2038-01-08
"787",20.7,"Wind Onshore",6096,2030-01-01,3,"Completed","Planning",FALSE,31622400,52.2857142857143,2031-01-02,TRUE,1406,200.857142857143,2034-11-08,TRUE,36201600,59.8571428571429,2036-01-01
"788",12.1,"Wind Onshore",3599,2030-01-01,3,"Completed","Planning",TRUE,108691200,179.714285714286,2033-06-12,TRUE,303,43.2857142857143,2034-04-11,TRUE,26265600,43.4285714285714,2035-02-09
"789",25,"Solar Photovoltaics",5967,2030-01-01,3,"Completed","Planning",FALSE,20217600,33.4285714285714,2030-08-23,TRUE,495,70.7142857142857,2031-12-31,TRUE,22809600,37.7142857142857,2032-09-20
"790",27.6,"Wind Onshore",4652,2030-02-01,3,"Completed","Planning",FALSE,87091200,144,2032-11-05,TRUE,1406,200.857142857143,2036-09-11,TRUE,65232000,107.857142857143,2038-10-06
"791",21,"Wind Onshore",3969,2030-02-01,3,"Completed","Planning",TRUE,25315200,41.8571428571429,2030-11-21,TRUE,1549,221.285714285714,2035-02-17,TRUE,54259200,89.7142857142857,2036-11-06
"792",0.2,"Wind Onshore",18445,2030-02-01,3,"Completed","Planning",FALSE,13564800,22.4285714285714,2030-07-08,TRUE,932,133.142857142857,2033-01-25,TRUE,31536000,52.1428571428571,2034-01-25
"793",0.3,"Wind Onshore",8126,2030-02-01,3,"Completed","Planning",TRUE,23932800,39.5714285714286,2030-11-05,FALSE,1542,220.285714285714,2035-01-25,TRUE,16588800,27.4285714285714,2035-08-05
"794",6.4,"Solar Photovoltaics",5977,2030-02-01,3,"Completed","Planning",TRUE,4924800,8.14285714285714,2030-03-30,TRUE,494,70.5714285714286,2031-08-06,TRUE,8899200,14.7142857142857,2031-11-17
"795",6.7,"Solar Photovoltaics",5463,2030-02-01,3,"Completed","Planning",TRUE,12528000,20.7142857142857,2030-06-26,TRUE,513,73.2857142857143,2031-11-21,TRUE,22809600,37.7142857142857,2032-08-11
"796",0.3,"Wind Onshore",7289,2030-03-01,3,"Completed","Planning",TRUE,136425600,225.571428571429,2034-06-27,TRUE,403,57.5714285714286,2035-08-04,TRUE,7862400,13,2035-11-03
"797",1,"Wind Onshore",3678,2030-03-01,3,"Completed","Planning",TRUE,166838400,275.857142857143,2035-06-14,TRUE,3267,466.714285714286,2044-05-24,TRUE,26265600,43.4285714285714,2045-03-24
"798",12,"Wind Onshore",4143,2030-03-01,3,"Completed","Planning",TRUE,83548800,138.142857142857,2032-10-23,TRUE,1740,248.571428571429,2037-07-29,TRUE,34300800,56.7142857142857,2038-08-30
"799",0.25,"Wind Onshore",13993,2030-03-01,3,"Completed","Planning",TRUE,16675200,27.5714285714286,2030-09-10,TRUE,3297,471,2039-09-20,TRUE,68688000,113.571428571429,2041-11-23
"800",10.9,"Solar Photovoltaics",5439,2030-03-01,3,"Completed","Planning",TRUE,12182400,20.1428571428571,2030-07-20,TRUE,513,73.2857142857143,2031-12-15,TRUE,20217600,33.4285714285714,2032-08-05
"801",NA,"Solar Photovoltaics",14126,2030-03-01,3,"Completed","Planning",TRUE,12182400,20.1428571428571,2030-07-20,TRUE,420,60,2031-09-13,TRUE,8899200,14.7142857142857,2031-12-25
"802",NA,"Wind Onshore",16547,2030-04-01,3,"Completed","Planning",TRUE,30153600,49.8571428571429,2031-03-16,TRUE,2251,321.571428571429,2037-05-14,TRUE,50716800,83.8571428571429,2038-12-22
"803",0.3,"Wind Onshore",7445,2030-04-01,3,"Completed","Planning",TRUE,5356800,8.85714285714286,2030-06-02,TRUE,1182,168.857142857143,2033-08-27,TRUE,50716800,83.8571428571429,2035-04-06
"804",0.3,"Wind Onshore",7784,2030-04-01,3,"Completed","Planning",TRUE,69724800,115.285714285714,2032-06-16,TRUE,1182,168.857142857143,2035-09-11,TRUE,29635200,49,2036-08-19
"805",1,"Solar Photovoltaics",6105,2030-04-01,3,"Completed","Planning",TRUE,25488000,42.1428571428571,2031-01-21,TRUE,528,75.4285714285714,2032-07-02,TRUE,9849600,16.2857142857143,2032-10-24
"806",50,"Solar Photovoltaics",6012,2030-04-01,3,"Completed","Planning",TRUE,21513600,35.5714285714286,2030-12-06,FALSE,261,37.2857142857143,2031-08-24,TRUE,6307200,10.4285714285714,2031-11-05
"807",0.25,"Wind Onshore",14115,2030-05-01,3,"Completed","Planning",TRUE,91324800,151,2033-03-23,TRUE,1620,231.428571428571,2037-08-29,TRUE,31536000,52.1428571428571,2038-08-29
"808",9,"Wind Onshore",3113,2030-05-01,3,"Completed","Planning",TRUE,49593600,82,2031-11-26,TRUE,2646,378,2039-02-23,TRUE,15811200,26.1428571428571,2039-08-25
"809",NA,"Wind Onshore",17426,2030-05-01,3,"Completed","Planning",FALSE,9763200,16.1428571428571,2030-08-22,TRUE,752,107.428571428571,2032-09-12,TRUE,59356800,98.1428571428572,2034-07-31
"810",0.7,"Solar Photovoltaics",17115,2030-05-01,3,"Completed","Planning",TRUE,8467200,14,2030-08-07,TRUE,272,38.8571428571429,2031-05-06,TRUE,20217600,33.4285714285714,2031-12-26
"811",NA,"Solar Photovoltaics",17417,2030-05-01,3,"Completed","Planning",FALSE,9676800,16,2030-08-21,TRUE,563,80.4285714285714,2032-03-06,TRUE,22377600,37,2032-11-20
"812",NA,"Wind Onshore",16450,2030-06-01,3,"Completed","Planning",FALSE,142041600,234.857142857143,2034-12-01,TRUE,1141,163,2038-01-15,TRUE,41644800,68.8571428571429,2039-05-12
"813",4.8,"Wind Onshore",6646,2030-06-01,3,"Completed","Planning",FALSE,146966400,243,2035-01-27,FALSE,414,59.1428571428571,2036-03-16,TRUE,15811200,26.1428571428571,2036-09-15
"814",16.1,"Wind Onshore",4325,2030-06-01,3,"Completed","Planning",FALSE,119750400,198,2034-03-18,TRUE,66,9.42857142857143,2034-05-23,TRUE,28944000,47.8571428571429,2035-04-23
"815",4.99,"Solar Photovoltaics",18205,2030-06-01,3,"Completed","Planning",TRUE,26006400,43,2031-03-29,TRUE,603,86.1428571428571,2032-11-21,TRUE,22809600,37.7142857142857,2033-08-12
"816",4.8,"Solar Photovoltaics",1296,2030-06-01,3,"Completed","Planning",TRUE,16070400,26.5714285714286,2030-12-04,FALSE,486,69.4285714285714,2032-04-03,TRUE,6307200,10.4285714285714,2032-06-15
"817",25,"Wind Onshore",3326,2030-07-01,3,"Completed","Planning",TRUE,32054400,53,2031-07-07,FALSE,630,90,2033-03-28,TRUE,50716800,83.8571428571429,2034-11-05
"818",10,"Wind Onshore",7640,2030-07-01,3,"Completed","Planning",TRUE,32832000,54.2857142857143,2031-07-16,TRUE,2159,308.428571428571,2037-06-13,TRUE,43286400,71.5714285714286,2038-10-27
"819",0.3,"Wind Onshore",6801,2030-07-01,3,"Completed","Planning",TRUE,304992000,504.285714285714,2040-02-29,TRUE,1549,221.285714285714,2044-05-27,TRUE,34732800,57.4285714285714,2045-07-03
"820",1,"Solar Photovoltaics",14123,2030-07-01,3,"Completed","Planning",TRUE,26006400,43,2031-04-28,TRUE,563,80.4285714285714,2032-11-11,TRUE,6825600,11.2857142857143,2033-01-29
"821",7,"Solar Photovoltaics",5331,2030-07-01,3,"Completed","Planning",TRUE,5356800,8.85714285714286,2030-09-01,TRUE,313,44.7142857142857,2031-07-11,TRUE,6307200,10.4285714285714,2031-09-22
"822",0.15,"Wind Onshore",8431,2030-08-01,3,"Completed","Planning",FALSE,42249600,69.8571428571429,2031-12-03,FALSE,736,105.142857142857,2033-12-08,TRUE,59356800,98.1428571428572,2035-10-26
"823",12,"Wind Onshore",4143,2030-08-01,3,"Completed","Planning",TRUE,108691200,179.714285714286,2034-01-10,TRUE,860,122.857142857143,2036-05-19,TRUE,21427200,35.4285714285714,2037-01-22
"824",12.5,"Wind Onshore",4559,2030-08-01,3,"Completed","Planning",FALSE,9590400,15.8571428571429,2030-11-20,TRUE,403,57.5714285714286,2031-12-28,TRUE,37584000,62.1428571428571,2033-03-07
"825",3.8,"Solar Photovoltaics",1350,2030-08-01,3,"Completed","Planning",TRUE,20217600,33.4285714285714,2031-03-23,TRUE,683,97.5714285714286,2033-02-03,TRUE,5616000,9.28571428571429,2033-04-09
"826",25.2,"Solar Photovoltaics",5443,2030-08-01,3,"Completed","Planning",TRUE,9936000,16.4285714285714,2030-11-24,TRUE,261,37.2857142857143,2031-08-12,TRUE,20217600,33.4285714285714,2032-04-02
"827",0.9,"Wind Onshore",13670,2030-09-01,3,"Completed","Planning",FALSE,129254400,213.714285714286,2034-10-06,TRUE,1039,148.428571428571,2037-08-10,TRUE,5270400,8.71428571428572,2037-10-10
"828",NA,"Wind Onshore",8262,2030-09-01,3,"Completed","Planning",TRUE,19353600,32,2031-04-13,FALSE,3281,468.714285714286,2040-04-06,TRUE,32140800,53.1428571428571,2041-04-13
"829",10.9,"Solar Photovoltaics",5439,2030-09-01,3,"Completed","Planning",FALSE,17020800,28.1428571428571,2031-03-17,TRUE,646,92.2857142857143,2032-12-22,TRUE,5616000,9.28571428571429,2033-02-25
"830",18,"Solar Photovoltaics",6506,2030-09-01,3,"Completed","Planning",TRUE,12787200,21.1428571428571,2031-01-27,TRUE,603,86.1428571428571,2032-09-21,TRUE,22377600,37,2033-06-07
"831",0.3,"Wind Onshore",7964,2030-10-01,3,"Completed","Planning",TRUE,165456000,273.571428571429,2035-12-29,TRUE,403,57.5714285714286,2037-02-04,TRUE,44323200,73.2857142857143,2038-07-02
"832",17.5,"Wind Onshore",4621,2030-10-01,3,"Completed","Planning",FALSE,14774400,24.4285714285714,2031-03-21,TRUE,860,122.857142857143,2033-07-28,TRUE,33609600,55.5714285714286,2034-08-21
"833",5,"Solar Photovoltaics",5203,2030-10-01,3,"Completed","Planning",TRUE,30672000,50.7142857142857,2031-09-21,TRUE,495,70.7142857142857,2033-01-28,TRUE,18316800,30.2857142857143,2033-08-28
"834",10.9,"Solar Photovoltaics",5439,2030-10-01,3,"Completed","Planning",TRUE,8467200,14,2031-01-07,TRUE,683,97.5714285714286,2032-11-20,TRUE,8640000,14.2857142857143,2033-02-28
"835",NA,"Wind Onshore",14128,2030-11-01,3,"Completed","Planning",FALSE,125452800,207.428571428571,2034-10-23,TRUE,1141,163,2037-12-07,TRUE,36892800,61,2039-02-07
"836",15,"Wind Onshore",3933,2030-11-01,3,"Completed","Planning",FALSE,4233600,7,2030-12-20,FALSE,2251,321.571428571429,2037-02-17,TRUE,36892800,61,2038-04-20
"837",4.9,"Solar Photovoltaics",5852,2030-11-01,3,"Completed","Planning",TRUE,10368000,17.1428571428571,2031-03-01,TRUE,503,71.8571428571428,2032-07-16,TRUE,20217600,33.4285714285714,2033-03-07
"838",8.5,"Solar Photovoltaics",5952,2030-11-01,3,"Completed","Planning",TRUE,20217600,33.4285714285714,2031-06-23,TRUE,779,111.285714285714,2033-08-10,TRUE,20217600,33.4285714285714,2034-04-01
"839",0.3,"Wind Onshore",7603,2030-12-01,3,"Completed","Planning",FALSE,41644800,68.8571428571429,2032-03-27,TRUE,630,90,2033-12-17,TRUE,68688000,113.571428571429,2036-02-20
"840",13.8,"Wind Onshore",3934,2030-12-01,3,"Completed","Planning",TRUE,35942400,59.4285714285714,2032-01-21,TRUE,818,116.857142857143,2034-04-18,TRUE,21427200,35.4285714285714,2034-12-22
"841",28.5,"Wind Onshore",4795,2030-12-01,3,"Completed","Planning",TRUE,38188800,63.1428571428571,2032-02-16,TRUE,1141,163,2035-04-02,TRUE,54259200,89.7142857142857,2036-12-20
"842",0.2,"Solar Photovoltaics",7903,2030-12-01,3,"Completed","Planning",TRUE,30672000,50.7142857142857,2031-11-21,TRUE,387,55.2857142857143,2032-12-12,TRUE,22377600,37,2033-08-28
"843",0.3,"Solar Photovoltaics",16620,2030-12-01,3,"Completed","Planning",TRUE,10022400,16.5714285714286,2031-03-27,TRUE,495,70.7142857142857,2032-08-03,TRUE,2419200,4,2032-08-31
"844",9.2,"Wind Onshore",6186,2031-01-01,3,"Completed","Planning",TRUE,30153600,49.8571428571429,2031-12-16,TRUE,987,141,2034-08-29,TRUE,68688000,113.571428571429,2036-11-01
"845",NA,"Wind Onshore",18443,2031-01-01,3,"Completed","Planning",TRUE,15033600,24.8571428571429,2031-06-24,TRUE,1466,209.428571428571,2035-06-29,TRUE,65232000,107.857142857143,2037-07-23
"846",0.25,"Wind Onshore",8258,2031-01-01,3,"Completed","Planning",TRUE,32054400,53,2032-01-07,TRUE,1549,221.285714285714,2036-04-04,TRUE,5356800,8.85714285714286,2036-06-05
"847",0.2,"Wind Onshore",7743,2031-01-01,3,"Completed","Planning",TRUE,137635200,227.571428571429,2035-05-13,FALSE,3267,466.714285714286,2044-04-22,TRUE,32745600,54.1428571428571,2045-05-06
"848",6.9,"Wind Onshore",3962,2031-01-01,3,"Completed","Planning",FALSE,129254400,213.714285714286,2035-02-05,TRUE,1595,227.857142857143,2039-06-19,TRUE,5270400,8.71428571428572,2039-08-19
"849",25.2,"Solar Photovoltaics",5443,2031-01-01,3,"Completed","Planning",TRUE,20995200,34.7142857142857,2031-09-01,TRUE,879,125.571428571429,2034-01-27,TRUE,5097600,8.42857142857143,2034-03-27
"850",1,"Solar Photovoltaics",7744,2031-01-01,3,"Completed","Planning",FALSE,20995200,34.7142857142857,2031-09-01,TRUE,130,18.5714285714286,2032-01-09,TRUE,9849600,16.2857142857143,2032-05-02
"851",0.25,"Wind Onshore",8194,2031-02-01,3,"Completed","Planning",FALSE,43545600,72,2032-06-19,TRUE,3267,466.714285714286,2041-05-30,TRUE,32745600,54.1428571428571,2042-06-13
"852",0.2,"Wind Onshore",8077,2031-02-01,3,"Completed","Planning",TRUE,7084800,11.7142857142857,2031-04-24,TRUE,1595,227.857142857143,2035-09-05,TRUE,41299200,68.2857142857143,2036-12-26
"853",2.3,"Wind Onshore",5087,2031-02-01,3,"Completed","Planning",TRUE,56851200,94,2032-11-20,TRUE,947,135.285714285714,2035-06-25,TRUE,30067200,49.7142857142857,2036-06-07
"854",4.8,"Wind Onshore",6646,2031-02-01,3,"Completed","Planning",TRUE,23760000,39.2857142857143,2031-11-03,TRUE,1620,231.428571428571,2036-04-10,TRUE,15638400,25.8571428571429,2036-10-08
"855",2.3,"Wind Onshore",2830,2031-02-01,3,"Completed","Planning",TRUE,60134400,99.4285714285714,2032-12-28,TRUE,1466,209.428571428571,2037-01-02,TRUE,68688000,113.571428571429,2039-03-08
"856",4.9,"Solar Photovoltaics",5852,2031-02-01,3,"Completed","Planning",TRUE,20304000,33.5714285714286,2031-09-24,TRUE,420,60,2032-11-17,TRUE,5616000,9.28571428571429,2033-01-21
"857",6.5,"Solar Photovoltaics",5450,2031-02-01,3,"Completed","Planning",TRUE,20822400,34.4285714285714,2031-09-30,TRUE,494,70.5714285714286,2033-02-05,TRUE,5270400,8.71428571428572,2033-04-07
"858",39.6,"Wind Onshore",5222,2031-03-01,3,"Completed","Planning",FALSE,304992000,504.285714285714,2040-10-29,TRUE,1740,248.571428571429,2045-08-04,TRUE,12614400,20.8571428571429,2045-12-28
"859",1.5,"Wind Onshore",7213,2031-03-01,3,"Completed","Planning",TRUE,42076800,69.5714285714286,2032-06-30,TRUE,1182,168.857142857143,2035-09-25,TRUE,34732800,57.4285714285714,2036-10-31
