"","Development Status (short)","Installed Capacity (MWelec)","Ref ID","Planning","Connection","Construction","date","passed_planning_date","passed_connection_date","passed_construction_date","Date","tech","broad_status","broad_status_start","passed_planning","passed_planning_time","passed_planning_time_wk","passed_connection","passed_connection_time","passed_connection_time_wk","passed_construction","passed_construction_time","passed_construction_time_wk","run"
"1","Awaiting Construction",9.2,4149,353980800,NA,NA,2007-10-02,2018-12-20,2025-05-16,2025-07-16,2007-10-02,"Wind Onshore","Completed","Connection",TRUE,353980800,585.285714285714,TRUE,2339,334.142857142857,TRUE,5270400,8.71428571428572,1
"2","Awaiting Construction",24,4301,143510400,NA,NA,2013-11-27,2018-06-15,2024-05-13,2025-04-12,2013-11-27,"Wind Onshore","Completed","Connection",TRUE,143510400,237.285714285714,FALSE,2159,308.428571428571,TRUE,28857600,47.7142857142857,1
"3","Awaiting Construction",13.8,4564,224121600,NA,NA,2010-12-09,2018-01-15,2019-02-22,2021-08-23,2010-12-09,"Wind Onshore","Completed","Connection",TRUE,224121600,370.571428571429,TRUE,403,57.5714285714286,TRUE,78883200,130.428571428571,1
"4","Awaiting Construction",12.6,4565,220147200,NA,NA,2012-08-23,2019-08-15,2022-09-29,2024-01-18,2012-08-23,"Wind Onshore","Completed","Connection",TRUE,220147200,364,TRUE,1141,163,TRUE,41126400,68,1
"5","Awaiting Construction",25,6024,72057600,NA,NA,2016-02-10,2018-05-24,2019-07-18,2019-09-23,2016-02-10,"Solar Photovoltaics","Completed","Connection",TRUE,72057600,119.142857142857,TRUE,420,60,TRUE,5788800,9.57142857142857,1
"6","Awaiting Construction",20.7,6096,81043200,NA,NA,2015-10-13,2018-05-08,2027-05-02,2028-12-30,2015-10-13,"Wind Onshore","Completed","Connection",TRUE,81043200,134,FALSE,3281,468.714285714286,TRUE,52531200,86.8571428571429,1
"7","Awaiting Construction",36.3,6143,152236800,NA,NA,2016-05-19,2021-03-16,2022-04-18,2023-03-13,2016-05-19,"Wind Onshore","Completed","Connection",TRUE,152236800,251.714285714286,TRUE,398,56.8571428571429,TRUE,28425600,47,1
"8","Awaiting Construction",2.3,6154,68774400,NA,NA,2016-06-15,2018-08-20,2020-11-22,2020-07-03,2016-06-15,"Wind Onshore","Completed","Connection",TRUE,68774400,113.714285714286,TRUE,825,117.857142857143,TRUE,-12268800,-20.2857142857143,1
"9","Awaiting Construction",29.7,6562,89164800,NA,NA,2018-02-19,2020-12-17,2024-12-22,2026-03-13,2018-02-19,"Wind Onshore","Completed","Connection",TRUE,89164800,147.428571428571,FALSE,1466,209.428571428571,TRUE,38534400,63.7142857142857,1
"10","Awaiting Construction",4.8,6646,26092800,NA,NA,2018-06-19,2019-04-17,2023-07-14,2024-09-12,2018-06-19,"Wind Onshore","Completed","Connection",TRUE,26092800,43.1428571428571,TRUE,1549,221.285714285714,TRUE,36806400,60.8571428571429,1
"11","Awaiting Construction",0.3,6774,16416000,NA,NA,2018-12-10,2019-06-18,2028-06-11,2030-04-29,2018-12-10,"Wind Onshore","Completed","Connection",TRUE,16416000,27.1428571428571,FALSE,3281,468.714285714286,TRUE,59356800,98.1428571428572,1
"12","Awaiting Construction",23.1,6790,27043200,NA,NA,2018-10-04,2019-08-13,2025-11-24,2026-04-19,2018-10-04,"Wind Onshore","Completed","Connection",TRUE,27043200,44.7142857142857,TRUE,2295,327.857142857143,TRUE,12614400,20.8571428571429,1
"13","Awaiting Construction",0.3,6801,51926400,NA,NA,2017-08-04,2019-03-28,2023-06-17,2024-06-30,2017-08-04,"Wind Onshore","Completed","Connection",TRUE,51926400,85.8571428571429,TRUE,1542,220.285714285714,TRUE,32745600,54.1428571428571,1
"14","Awaiting Construction",0.2,6812,12614400,NA,NA,2018-12-07,2019-05-02,2028-05-11,2028-11-19,2018-12-07,"Wind Onshore","Completed","Connection",TRUE,12614400,20.8571428571429,FALSE,3297,471,TRUE,16588800,27.4285714285714,1
"15","Awaiting Construction",1.5,7213,35510400,NA,NA,2018-11-21,2020-01-06,2026-05-02,2026-12-15,2018-11-21,"Wind Onshore","Completed","Connection",TRUE,35510400,58.7142857142857,TRUE,2308,329.714285714286,TRUE,19612800,32.4285714285714,1
"16","Awaiting Construction",0.2,7271,18748800,NA,NA,2019-02-07,2019-09-12,2026-01-06,2026-09-11,2019-02-07,"Wind Onshore","Completed","Connection",TRUE,18748800,31,TRUE,2308,329.714285714286,TRUE,21427200,35.4285714285714,1
"17","Awaiting Construction",0.3,7289,36288000,NA,NA,2019-01-25,2020-03-20,2023-06-15,2024-08-15,2019-01-25,"Wind Onshore","Completed","Connection",TRUE,36288000,60,TRUE,1182,168.857142857143,TRUE,36892800,61,1
"18","Awaiting Construction",0.5,7329,53827200,NA,NA,2018-12-18,2020-09-01,2025-06-07,2027-02-25,2018-12-18,"Wind Onshore","Completed","Connection",TRUE,53827200,89,TRUE,1740,248.571428571429,TRUE,54259200,89.7142857142857,1
"19","Awaiting Construction",0.3,7346,141264000,NA,NA,2019-05-30,2023-11-20,2026-08-02,2026-08-02,2019-05-30,"Wind Onshore","Completed","Connection",TRUE,141264000,233.571428571429,TRUE,986,140.857142857143,TRUE,0,0,1
"20","Awaiting Construction",0.5,7354,28684800,NA,NA,2019-05-24,2020-04-20,2024-12-06,2025-12-30,2019-05-24,"Wind Onshore","Completed","Connection",TRUE,28684800,47.4285714285714,TRUE,1691,241.571428571429,TRUE,33609600,55.5714285714286,1
"21","Awaiting Construction",0.7,7367,81734400,NA,NA,2019-05-20,2021-12-21,2027-10-22,2029-02-09,2019-05-20,"Wind Onshore","Completed","Connection",TRUE,81734400,135.142857142857,FALSE,2131,304.428571428571,TRUE,41126400,68,1
"22","Awaiting Construction",0.3,7387,43200000,NA,NA,2019-05-13,2020-09-24,2022-10-16,2023-08-17,2019-05-13,"Wind Onshore","Completed","Connection",TRUE,43200000,71.4285714285714,TRUE,752,107.428571428571,TRUE,26352000,43.5714285714286,1
"23","Awaiting Construction",0.2,7392,62467200,NA,NA,2019-05-01,2021-04-23,2021-06-28,2022-08-21,2019-05-01,"Wind Onshore","Completed","Connection",TRUE,62467200,103.285714285714,TRUE,66,9.42857142857143,TRUE,36201600,59.8571428571429,1
"24","Awaiting Construction",46.8,7406,17625600,NA,NA,2018-09-25,2019-04-17,2019-05-27,2020-03-26,2018-09-25,"Wind Onshore","Completed","Connection",TRUE,17625600,29.1428571428571,TRUE,40,5.71428571428571,TRUE,26265600,43.4285714285714,1
"25","Awaiting Construction",0.3,7407,4233600,NA,NA,2019-03-12,2019-04-30,2021-09-06,2023-01-20,2019-03-12,"Wind Onshore","Completed","Connection",TRUE,4233600,7,TRUE,860,122.857142857143,TRUE,43286400,71.5714285714286,1
"26","Awaiting Construction",0.3,7436,50112000,NA,NA,2019-03-07,2020-10-07,2025-12-15,2028-02-18,2019-03-07,"Wind Onshore","Completed","Connection",TRUE,50112000,82.8571428571429,TRUE,1895,270.714285714286,TRUE,68688000,113.571428571429,1
"27","Awaiting Construction",0.3,7445,9072000,NA,NA,2019-03-11,2019-06-24,2022-03-07,2023-04-01,2019-03-11,"Wind Onshore","Completed","Connection",TRUE,9072000,15,TRUE,987,141,TRUE,33696000,55.7142857142857,1
"28","Awaiting Construction",28,7489,99273600,NA,NA,2019-08-13,2022-10-05,2022-12-10,2023-07-25,2019-08-13,"Wind Onshore","Completed","Connection",TRUE,99273600,164.142857142857,TRUE,66,9.42857142857143,TRUE,19612800,32.4285714285714,1
"29","Awaiting Construction",0.3,7494,66528000,NA,NA,2019-08-21,2021-09-29,2023-12-26,2024-08-09,2019-08-21,"Wind Onshore","Completed","Connection",TRUE,66528000,110,FALSE,818,116.857142857143,TRUE,19612800,32.4285714285714,1
"30","Awaiting Construction",0.3,7504,49593600,NA,NA,2019-08-15,2021-03-11,2025-09-25,2027-03-21,2019-08-15,"Wind Onshore","Completed","Connection",TRUE,49593600,82,TRUE,1659,237,TRUE,46828800,77.4285714285714,1
"31","Awaiting Construction",20,7543,83548800,NA,NA,2019-07-09,2022-03-02,2024-04-13,2026-03-01,2019-07-09,"Wind Onshore","Completed","Connection",TRUE,83548800,138.142857142857,FALSE,773,110.428571428571,TRUE,59356800,98.1428571428572,1
"32","Awaiting Construction",0.3,7545,50284800,NA,NA,2019-07-02,2021-02-03,2024-03-20,2025-01-18,2019-07-02,"Wind Onshore","Completed","Connection",TRUE,50284800,83.1428571428572,TRUE,1141,163,TRUE,26265600,43.4285714285714,1
"33","Awaiting Construction",0.2,7560,9590400,NA,NA,2019-06-14,2019-10-03,2021-01-25,2022-01-08,2019-06-14,"Wind Onshore","Completed","Connection",TRUE,9590400,15.8571428571429,FALSE,480,68.5714285714286,TRUE,30067200,49.7142857142857,1
"34","Awaiting Construction",0.2,7563,146966400,NA,NA,2019-06-07,2024-02-02,2028-09-19,2029-11-20,2019-06-07,"Wind Onshore","Completed","Connection",TRUE,146966400,243,FALSE,1691,241.571428571429,TRUE,36892800,61,1
"35","Awaiting Construction",0.3,7603,30153600,NA,NA,2019-11-27,2020-11-10,2025-02-15,2026-01-23,2019-11-27,"Wind Onshore","Completed","Connection",TRUE,30153600,49.8571428571429,TRUE,1558,222.571428571429,TRUE,29548800,48.8571428571429,1
"36","Awaiting Construction",0.3,7612,26956800,NA,NA,2019-11-25,2020-10-02,2021-05-30,2023-03-20,2019-11-25,"Wind Onshore","Completed","Connection",TRUE,26956800,44.5714285714286,FALSE,240,34.2857142857143,TRUE,56937600,94.1428571428572,1
"37","Awaiting Construction",0.3,7615,36806400,NA,NA,2019-11-20,2021-01-19,2025-06-02,2026-08-03,2019-11-20,"Wind Onshore","Completed","Connection",TRUE,36806400,60.8571428571429,FALSE,1595,227.857142857143,TRUE,36892800,61,1
"38","Awaiting Construction",0.3,7627,30326400,NA,NA,2019-11-12,2020-10-28,2022-09-15,2023-07-05,2019-11-12,"Wind Onshore","Completed","Connection",TRUE,30326400,50.1428571428571,FALSE,687,98.1428571428571,TRUE,25315200,41.8571428571429,1
"39","Awaiting Construction",0.3,7633,29721600,NA,NA,2019-11-06,2020-10-15,2027-01-27,2028-11-16,2019-11-06,"Wind Onshore","Completed","Connection",TRUE,29721600,49.1428571428571,TRUE,2295,327.857142857143,TRUE,56937600,94.1428571428572,1
"40","Awaiting Construction",0.25,7635,46828800,NA,NA,2019-10-29,2021-04-23,2021-06-02,2022-06-16,2019-10-29,"Wind Onshore","Completed","Connection",TRUE,46828800,77.4285714285714,TRUE,40,5.71428571428571,TRUE,32745600,54.1428571428571,1
"41","Awaiting Construction",0.5,7639,29894400,NA,NA,2019-11-01,2020-10-12,2020-11-21,2021-01-21,2019-11-01,"Wind Onshore","Completed","Connection",TRUE,29894400,49.4285714285714,FALSE,40,5.71428571428571,TRUE,5270400,8.71428571428572,1
"42","Awaiting Construction",10,7640,27302400,NA,NA,2019-10-14,2020-08-25,2021-10-21,2022-10-21,2019-10-14,"Wind Onshore","Completed","Connection",TRUE,27302400,45.1428571428571,TRUE,422,60.2857142857143,TRUE,31536000,52.1428571428571,1
"43","Awaiting Construction",0.2,7643,33782400,NA,NA,2019-10-18,2020-11-12,2022-01-08,2022-11-09,2019-10-18,"Wind Onshore","Completed","Connection",TRUE,33782400,55.8571428571429,TRUE,422,60.2857142857143,TRUE,26352000,43.5714285714286,1
"44","Awaiting Construction",0.3,7644,16416000,NA,NA,2019-10-23,2020-04-30,2027-07-29,2028-09-27,2019-10-23,"Wind Onshore","Completed","Connection",TRUE,16416000,27.1428571428571,TRUE,2646,378,TRUE,36806400,60.8571428571429,1
"45","Awaiting Construction",0.3,7645,16416000,NA,NA,2019-10-23,2020-04-30,2022-01-20,2023-03-23,2019-10-23,"Wind Onshore","Completed","Connection",TRUE,16416000,27.1428571428571,TRUE,630,90,TRUE,36892800,61,1
"46","Awaiting Construction",0.3,7647,11491200,NA,NA,2019-10-15,2020-02-25,2024-09-10,2024-11-11,2019-10-15,"Wind Onshore","Completed","Connection",TRUE,11491200,19,TRUE,1659,237,TRUE,5356800,8.85714285714286,1
"47","Awaiting Construction",1,7650,22896000,NA,NA,2019-10-17,2020-07-08,2020-08-17,2020-10-18,2019-10-17,"Wind Onshore","Completed","Connection",TRUE,22896000,37.8571428571429,TRUE,40,5.71428571428571,TRUE,5356800,8.85714285714286,1
"48","Awaiting Construction",0.5,7651,42681600,NA,NA,2019-10-14,2021-02-19,2021-12-19,2023-02-18,2019-10-14,"Wind Onshore","Completed","Connection",TRUE,42681600,70.5714285714286,TRUE,303,43.2857142857143,TRUE,36806400,60.8571428571429,1
"49","Awaiting Construction",0.3,7664,14083200,NA,NA,2019-09-25,2020-03-06,2022-07-14,2023-03-19,2019-09-25,"Wind Onshore","Completed","Connection",TRUE,14083200,23.2857142857143,TRUE,860,122.857142857143,TRUE,21427200,35.4285714285714,1
"50","Awaiting Construction",0.3,7680,23932800,NA,NA,2019-09-12,2020-06-15,2022-09-02,2023-12-28,2019-09-12,"Wind Onshore","Completed","Connection",TRUE,23932800,39.5714285714286,TRUE,809,115.571428571429,TRUE,41644800,68.8571428571429,1
"51","Awaiting Construction",0.3,7719,40953600,NA,NA,2020-03-13,2021-06-30,2026-09-07,2027-03-07,2020-03-13,"Wind Onshore","Completed","Connection",TRUE,40953600,67.7142857142857,TRUE,1895,270.714285714286,TRUE,15638400,25.8571428571429,1
"52","Awaiting Construction",0.3,7768,27907200,NA,NA,2019-12-11,2020-10-29,2029-10-09,2030-09-03,2019-12-11,"Wind Onshore","Completed","Connection",TRUE,27907200,46.1428571428571,TRUE,3267,466.714285714286,TRUE,28425600,47,1
"53","Awaiting Construction",0.3,7777,29030400,NA,NA,2020-02-14,2021-01-15,2026-01-05,2027-01-05,2020-02-14,"Wind Onshore","Completed","Connection",TRUE,29030400,48,TRUE,1816,259.428571428571,TRUE,31536000,52.1428571428571,1
"54","Awaiting Construction",0.3,7779,32054400,NA,NA,2020-02-14,2021-02-19,2024-03-22,2025-05-23,2020-02-14,"Wind Onshore","Completed","Connection",TRUE,32054400,53,TRUE,1127,161,TRUE,36892800,61,1
"55","Awaiting Construction",0.3,7805,23587200,NA,NA,2020-01-24,2020-10-23,2029-10-17,2031-08-07,2020-01-24,"Wind Onshore","Completed","Connection",TRUE,23587200,39,TRUE,3281,468.714285714286,TRUE,56937600,94.1428571428572,1
"56","Awaiting Construction",0.2,7809,38188800,NA,NA,2020-01-20,2021-04-06,2023-11-09,2025-05-04,2020-01-20,"Wind Onshore","Completed","Connection",TRUE,38188800,63.1428571428571,TRUE,947,135.285714285714,TRUE,46828800,77.4285714285714,1
"57","Awaiting Construction",0.3,7833,22723200,NA,NA,2019-12-20,2020-09-08,2023-08-13,2024-05-13,2019-12-20,"Wind Onshore","Completed","Connection",TRUE,22723200,37.5714285714286,TRUE,1069,152.714285714286,TRUE,23673600,39.1428571428571,1
"58","Awaiting Construction",0.3,7920,83980800,NA,NA,2020-03-20,2022-11-17,2028-01-19,2027-08-30,2020-03-20,"Wind Onshore","Completed","Connection",TRUE,83980800,138.857142857143,TRUE,1889,269.857142857143,TRUE,-12268800,-20.2857142857143,1
"59","Awaiting Construction",0.3,7931,67737600,NA,NA,2020-05-06,2022-06-29,2026-07-04,2027-04-04,2020-05-06,"Wind Onshore","Completed","Connection",TRUE,67737600,112,FALSE,1466,209.428571428571,TRUE,23673600,39.1428571428571,1
"60","Awaiting Construction",0.3,7935,84672000,NA,NA,2020-03-12,2022-11-17,2027-04-25,2027-10-25,2020-03-12,"Wind Onshore","Completed","Connection",TRUE,84672000,140,TRUE,1620,231.428571428571,TRUE,15811200,26.1428571428571,1
"61","Awaiting Construction",0.3,7964,30153600,NA,NA,2020-03-19,2021-03-03,2026-05-05,2026-08-14,2020-03-19,"Wind Onshore","Completed","Connection",TRUE,30153600,49.8571428571429,TRUE,1889,269.857142857143,TRUE,8726400,14.4285714285714,1
"62","Awaiting Construction",0.3,8042,50025600,NA,NA,2020-08-27,2022-03-29,2024-10-24,2025-10-24,2020-08-27,"Wind Onshore","Completed","Connection",TRUE,50025600,82.7142857142857,TRUE,940,134.285714285714,TRUE,31536000,52.1428571428571,1
"63","Awaiting Construction",0.2,8077,5356800,NA,NA,2020-08-07,2020-10-08,2023-11-23,2024-12-16,2020-08-07,"Wind Onshore","Completed","Connection",TRUE,5356800,8.85714285714286,TRUE,1141,163,TRUE,33609600,55.5714285714286,1
"64","Awaiting Construction",0.3,8083,42076800,NA,NA,2020-08-06,2021-12-06,2024-04-14,2024-09-07,2020-08-06,"Wind Onshore","Completed","Connection",TRUE,42076800,69.5714285714286,FALSE,860,122.857142857143,TRUE,12614400,20.8571428571429,1
"65","Awaiting Construction",14,8106,44064000,NA,NA,2020-07-23,2021-12-15,2025-03-11,2024-10-20,2020-07-23,"Wind Onshore","Completed","Connection",TRUE,44064000,72.8571428571429,TRUE,1182,168.857142857143,TRUE,-12268800,-20.2857142857143,1
"66","Awaiting Construction",0.3,8135,56851200,NA,NA,2020-06-17,2022-04-06,2024-08-13,2025-05-02,2020-06-17,"Wind Onshore","Completed","Connection",TRUE,56851200,94,TRUE,860,122.857142857143,TRUE,22636800,37.4285714285714,1
"67","Awaiting Construction",NA,8200,21254400,NA,NA,2020-11-02,2021-07-06,2024-08-20,2025-07-28,2020-11-02,"Wind Onshore","Completed","Connection",TRUE,21254400,35.1428571428571,FALSE,1141,163,TRUE,29548800,48.8571428571429,1
"68","Awaiting Construction",0.25,8231,47779200,NA,NA,2020-10-20,2022-04-26,2026-05-01,2027-07-21,2020-10-20,"Wind Onshore","Completed","Connection",TRUE,47779200,79,TRUE,1466,209.428571428571,TRUE,38534400,63.7142857142857,1
"69","Awaiting Construction",0.25,8232,18403200,NA,NA,2020-10-16,2021-05-17,2026-07-19,2029-01-17,2020-10-16,"Wind Onshore","Completed","Connection",TRUE,18403200,30.4285714285714,TRUE,1889,269.857142857143,TRUE,78883200,130.428571428571,1
"70","Awaiting Construction",0.25,8236,5702400,NA,NA,2020-10-12,2020-12-17,2026-02-24,2027-03-03,2020-10-12,"Wind Onshore","Completed","Connection",TRUE,5702400,9.42857142857143,TRUE,1895,270.714285714286,TRUE,32140800,53.1428571428571,1
"71","Awaiting Construction",0.25,8237,28598400,NA,NA,2020-10-05,2021-09-01,2026-08-22,2027-12-17,2020-10-05,"Wind Onshore","Completed","Connection",TRUE,28598400,47.2857142857143,TRUE,1816,259.428571428571,TRUE,41644800,68.8571428571429,1
"72","Awaiting Construction",0.25,8258,106790400,NA,NA,2020-12-21,2024-05-10,2027-06-11,2028-10-24,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,TRUE,1127,161,TRUE,43286400,71.5714285714286,1
"73","Awaiting Construction",0.25,8266,42249600,NA,NA,2020-12-22,2022-04-25,2025-05-26,2027-07-30,2020-12-22,"Wind Onshore","Completed","Connection",TRUE,42249600,69.8571428571429,TRUE,1127,161,TRUE,68688000,113.571428571429,1
"74","Awaiting Construction",0.25,8273,30067200,NA,NA,2020-12-24,2021-12-07,2025-12-12,2026-05-07,2020-12-24,"Wind Onshore","Completed","Connection",TRUE,30067200,49.7142857142857,TRUE,1466,209.428571428571,TRUE,12614400,20.8571428571429,1
"75","Awaiting Construction",0.25,8279,106790400,NA,NA,2020-12-21,2024-05-10,2028-04-07,2028-10-05,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,TRUE,1428,204,TRUE,15638400,25.8571428571429,1
"76","Awaiting Construction",0.4,8422,27216000,NA,NA,2021-01-20,2021-12-01,2026-04-14,2026-10-12,2021-01-20,"Wind Onshore","Completed","Connection",TRUE,27216000,45,TRUE,1595,227.857142857143,TRUE,15638400,25.8571428571429,1
"77","Awaiting Construction",0.15,8431,15292800,NA,NA,2021-01-26,2021-07-22,2023-11-29,2025-07-08,2021-01-26,"Wind Onshore","Completed","Connection",TRUE,15292800,25.2857142857143,TRUE,860,122.857142857143,TRUE,50716800,83.8571428571429,1
"78","Awaiting Construction",NA,8867,44409600,NA,NA,2021-02-09,2022-07-08,2023-08-10,2024-09-02,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,44409600,73.4285714285714,TRUE,398,56.8571428571429,TRUE,33609600,55.5714285714286,1
"79","Awaiting Construction",0.25,8868,100915200,NA,NA,2021-02-19,2024-05-02,2031-07-31,2034-01-29,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,100915200,166.857142857143,TRUE,2646,378,TRUE,78883200,130.428571428571,1
"80","Awaiting Construction",0.25,8869,26179200,NA,NA,2021-02-17,2021-12-17,2025-12-22,2026-12-05,2021-02-17,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,TRUE,1466,209.428571428571,TRUE,30067200,49.7142857142857,1
"81","Awaiting Construction",NA,8872,106531200,NA,NA,2021-02-09,2024-06-26,2025-07-29,2026-04-17,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,106531200,176.142857142857,TRUE,398,56.8571428571429,TRUE,22636800,37.4285714285714,1
"82","Awaiting Construction",0.25,8873,16675200,NA,NA,2021-02-19,2021-08-31,2024-05-14,2025-01-31,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,16675200,27.5714285714286,TRUE,987,141,TRUE,22636800,37.4285714285714,1
"83","Awaiting Construction",0.25,8874,16761600,NA,NA,2021-02-18,2021-08-31,2030-08-11,2032-05-31,2021-02-18,"Wind Onshore","Completed","Connection",TRUE,16761600,27.7142857142857,TRUE,3267,466.714285714286,TRUE,56937600,94.1428571428572,1
"84","Awaiting Construction",0.25,8875,17193600,NA,NA,2021-03-08,2021-09-23,2026-09-13,2027-11-22,2021-03-08,"Wind Onshore","Completed","Connection",TRUE,17193600,28.4285714285714,TRUE,1816,259.428571428571,TRUE,37584000,62.1428571428571,1
"85","Awaiting Construction",NA,8876,53740800,NA,NA,2021-02-09,2022-10-24,2023-12-20,2024-07-06,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,53740800,88.8571428571429,TRUE,422,60.2857142857143,TRUE,17193600,28.4285714285714,1
"86","Awaiting Construction",NA,8877,31622400,NA,NA,2021-02-22,2022-02-23,2024-04-06,2025-12-05,2021-02-22,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,TRUE,773,110.428571428571,TRUE,52531200,86.8571428571429,1
"87","Awaiting Construction",0.25,9595,43545600,NA,NA,2020-06-08,2021-10-25,2029-01-22,2030-05-19,2020-06-08,"Wind Onshore","Completed","Connection",TRUE,43545600,72,TRUE,2646,378,TRUE,41644800,68.8571428571429,1
"88","Awaiting Construction",0.15,9599,41644800,NA,NA,2021-08-24,2022-12-19,2024-07-09,2025-07-16,2021-08-24,"Wind Onshore","Completed","Connection",TRUE,41644800,68.8571428571429,TRUE,568,81.1428571428571,TRUE,32140800,53.1428571428571,1
"89","Awaiting Construction",0.25,9675,18921600,NA,NA,2021-08-17,2022-03-24,2023-05-01,2022-12-10,2021-08-17,"Wind Onshore","Completed","Connection",TRUE,18921600,31.2857142857143,TRUE,403,57.5714285714286,TRUE,-12268800,-20.2857142857143,1
"90","Awaiting Construction",0.25,9713,5875200,NA,NA,2021-08-18,2021-10-25,2024-05-29,2025-01-11,2021-08-18,"Wind Onshore","Completed","Connection",TRUE,5875200,9.71428571428572,TRUE,947,135.285714285714,TRUE,19612800,32.4285714285714,1
"91","Awaiting Construction",0.15,10591,10972800,NA,NA,2021-11-30,2022-04-06,2022-06-11,2023-07-18,2021-11-30,"Wind Onshore","Completed","Connection",TRUE,10972800,18.1428571428571,TRUE,66,9.42857142857143,TRUE,34732800,57.4285714285714,1
"92","Awaiting Construction",0.25,11506,19008000,NA,NA,2021-10-19,2022-05-27,2023-07-15,2024-07-14,2021-10-19,"Wind Onshore","Completed","Connection",TRUE,19008000,31.4285714285714,TRUE,414,59.1428571428571,TRUE,31536000,52.1428571428571,1
"93","Awaiting Construction",NA,13665,15033600,NA,NA,2023-01-17,2023-07-10,2026-05-14,2028-01-12,2023-01-17,"Wind Onshore","Completed","Connection",TRUE,15033600,24.8571428571429,TRUE,1039,148.428571428571,TRUE,52531200,86.8571428571429,1
"94","Awaiting Construction",NA,13667,31622400,NA,NA,2023-01-25,2024-01-26,2025-03-15,2026-07-04,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,TRUE,414,59.1428571428571,TRUE,41126400,68,1
"95","Awaiting Construction",0.85,13668,26784000,NA,NA,2023-01-25,2023-12-01,2030-03-14,2031-01-13,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,26784000,44.2857142857143,FALSE,2295,327.857142857143,TRUE,26352000,43.5714285714286,1
"96","Awaiting Construction",0.66,13994,26179200,NA,NA,2023-02-01,2023-12-01,2026-07-05,2027-04-24,2023-02-01,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,TRUE,947,135.285714285714,TRUE,25315200,41.8571428571429,1
"97","Awaiting Construction",0.25,13995,35942400,NA,NA,2023-02-07,2024-03-29,2028-09-02,2029-11-11,2023-02-07,"Wind Onshore","Completed","Connection",TRUE,35942400,59.4285714285714,TRUE,1618,231.142857142857,TRUE,37584000,62.1428571428571,1
"98","Awaiting Construction",0.66,14112,32054400,NA,NA,2023-02-21,2024-02-27,2024-12-26,2025-08-31,2023-02-21,"Wind Onshore","Completed","Connection",TRUE,32054400,53,TRUE,303,43.2857142857143,TRUE,21427200,35.4285714285714,1
"99","Awaiting Construction",0.85,14114,38361600,NA,NA,2023-03-07,2024-05-24,2026-10-01,2028-01-22,2023-03-07,"Wind Onshore","Completed","Connection",TRUE,38361600,63.4285714285714,TRUE,860,122.857142857143,TRUE,41299200,68.2857142857143,1
"100","Awaiting Construction",0.25,14115,17971200,NA,NA,2023-03-09,2023-10-03,2026-11-03,2028-03-18,2023-03-09,"Wind Onshore","Completed","Connection",TRUE,17971200,29.7142857142857,TRUE,1127,161,TRUE,43286400,71.5714285714286,1
"101","Awaiting Construction",NA,14126,36806400,NA,NA,2023-04-04,2024-06-03,2024-10-11,2025-03-10,2023-04-04,"Solar Photovoltaics","Completed","Connection",TRUE,36806400,60.8571428571429,TRUE,130,18.5714285714286,TRUE,12960000,21.4285714285714,1
"102","Awaiting Construction",2,14132,18403200,NA,NA,2023-05-09,2023-12-08,2026-01-19,2026-07-30,2023-05-09,"Wind Onshore","Completed","Connection",TRUE,18403200,30.4285714285714,TRUE,773,110.428571428571,TRUE,16588800,27.4285714285714,1
"103","Awaiting Construction",0.15,15229,5356800,NA,NA,2023-10-19,2023-12-20,2025-07-05,2025-11-13,2023-10-19,"Solar Photovoltaics","Completed","Connection",TRUE,5356800,8.85714285714286,FALSE,563,80.4285714285714,TRUE,11318400,18.7142857142857,1
"104","Awaiting Construction",NA,15281,9763200,NA,NA,2023-10-19,2024-02-09,2024-03-20,2024-12-07,2023-10-19,"Wind Onshore","Completed","Connection",TRUE,9763200,16.1428571428571,TRUE,40,5.71428571428571,TRUE,22636800,37.4285714285714,1
"105","Awaiting Construction",NA,16293,16934400,NA,NA,2024-03-26,2024-10-08,2026-04-29,2026-07-17,2024-03-26,"Solar Photovoltaics","Completed","Connection",TRUE,16934400,28,TRUE,568,81.1428571428571,TRUE,6825600,11.2857142857143,1
"106","Awaiting Construction",2,16451,9849600,NA,NA,2024-04-22,2024-08-14,2025-09-05,2026-01-02,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,9849600,16.2857142857143,TRUE,387,55.2857142857143,TRUE,10281600,17,1
"107","Awaiting Construction",2.5,16454,10022400,NA,NA,2024-04-22,2024-08-16,2026-05-24,2026-12-22,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,10022400,16.5714285714286,TRUE,646,92.2857142857143,TRUE,18316800,30.2857142857143,1
