"","Development Status (short)","Installed Capacity (MWelec)","Ref ID","Planning","Connection","Construction","date","passed_planning_date","passed_connection_date","passed_construction_date","Date","tech","broad_status","broad_status_start","passed_planning","passed_planning_time","passed_planning_time_wk","passed_connection","passed_connection_time","passed_connection_time_wk","passed_construction","passed_construction_time","passed_construction_time_wk","run"
"202","Awaiting Construction",0.5,7354,28684800,NA,NA,2019-05-24,2020-04-20,2024-04-25,2025-05-09,2019-05-24,"Wind Onshore","Completed","Connection",TRUE,28684800,47.4285714285714,TRUE,1466,209.428571428571,TRUE,32745600,54.1428571428571,2
"203","Awaiting Construction",0.7,7367,81734400,NA,NA,2019-05-20,2021-12-21,2026-03-28,2026-09-25,2019-05-20,"Wind Onshore","Completed","Connection",TRUE,81734400,135.142857142857,TRUE,1558,222.571428571429,TRUE,15638400,25.8571428571429,2
"204","Awaiting Construction",0.3,7387,43200000,NA,NA,2019-05-13,2020-09-24,2022-12-12,2023-11-11,2019-05-13,"Wind Onshore","Completed","Connection",TRUE,43200000,71.4285714285714,TRUE,809,115.571428571429,TRUE,28857600,47.7142857142857,2
"205","Awaiting Construction",0.2,7392,62467200,NA,NA,2019-05-01,2021-04-23,2022-05-26,2023-06-02,2019-05-01,"Wind Onshore","Completed","Connection",TRUE,62467200,103.285714285714,TRUE,398,56.8571428571429,TRUE,32140800,53.1428571428571,2
"206","Awaiting Construction",46.8,7406,17625600,NA,NA,2018-09-25,2019-04-17,2021-11-04,2022-11-29,2018-09-25,"Wind Onshore","Completed","Connection",TRUE,17625600,29.1428571428571,TRUE,932,133.142857142857,TRUE,33696000,55.7142857142857,2
"207","Awaiting Construction",0.3,7407,4233600,NA,NA,2019-03-12,2019-04-30,2021-05-05,2023-03-23,2019-03-12,"Wind Onshore","Completed","Connection",TRUE,4233600,7,TRUE,736,105.142857142857,TRUE,59356800,98.1428571428572,2
"208","Awaiting Construction",0.3,7436,50112000,NA,NA,2019-03-07,2020-10-07,2023-08-12,2025-03-21,2019-03-07,"Wind Onshore","Completed","Connection",TRUE,50112000,82.8571428571429,TRUE,1039,148.428571428571,TRUE,50716800,83.8571428571429,2
"209","Awaiting Construction",0.3,7445,9072000,NA,NA,2019-03-11,2019-06-24,2023-09-29,2024-09-05,2019-03-11,"Wind Onshore","Completed","Connection",TRUE,9072000,15,FALSE,1558,222.571428571429,TRUE,29548800,48.8571428571429,2
"210","Awaiting Construction",28,7489,99273600,NA,NA,2019-08-13,2022-10-05,2030-01-02,2030-12-02,2019-08-13,"Wind Onshore","Completed","Connection",TRUE,99273600,164.142857142857,TRUE,2646,378,TRUE,28857600,47.7142857142857,2
"211","Awaiting Construction",0.3,7494,66528000,NA,NA,2019-08-21,2021-09-29,2021-11-08,2022-07-14,2019-08-21,"Wind Onshore","Completed","Connection",TRUE,66528000,110,TRUE,40,5.71428571428571,TRUE,21427200,35.4285714285714,2
"212","Awaiting Construction",0.3,7504,49593600,NA,NA,2019-08-15,2021-03-11,2025-03-16,2025-03-16,2019-08-15,"Wind Onshore","Completed","Connection",TRUE,49593600,82,TRUE,1466,209.428571428571,TRUE,0,0,2
"213","Awaiting Construction",20,7543,83548800,NA,NA,2019-07-09,2022-03-02,2025-04-16,2026-02-27,2019-07-09,"Wind Onshore","Completed","Connection",TRUE,83548800,138.142857142857,TRUE,1141,163,TRUE,27388800,45.2857142857143,2
"214","Awaiting Construction",0.3,7545,50284800,NA,NA,2019-07-02,2021-02-03,2025-07-15,2025-09-15,2019-07-02,"Wind Onshore","Completed","Connection",TRUE,50284800,83.1428571428572,FALSE,1623,231.857142857143,TRUE,5356800,8.85714285714286,2
"215","Awaiting Construction",0.2,7560,9590400,NA,NA,2019-06-14,2019-10-03,2022-04-30,2023-05-24,2019-06-14,"Wind Onshore","Completed","Connection",TRUE,9590400,15.8571428571429,TRUE,940,134.285714285714,TRUE,33609600,55.5714285714286,2
"216","Awaiting Construction",0.2,7563,146966400,NA,NA,2019-06-07,2024-02-02,2027-03-05,2028-06-25,2019-06-07,"Wind Onshore","Completed","Connection",TRUE,146966400,243,TRUE,1127,161,TRUE,41299200,68.2857142857143,2
"217","Awaiting Construction",0.3,7603,30153600,NA,NA,2019-11-27,2020-11-10,2021-01-15,2021-03-17,2019-11-27,"Wind Onshore","Completed","Connection",TRUE,30153600,49.8571428571429,FALSE,66,9.42857142857143,TRUE,5270400,8.71428571428572,2
"218","Awaiting Construction",0.3,7612,26956800,NA,NA,2019-11-25,2020-10-02,2025-01-07,2027-07-09,2019-11-25,"Wind Onshore","Completed","Connection",TRUE,26956800,44.5714285714286,TRUE,1558,222.571428571429,TRUE,78883200,130.428571428571,2
"219","Awaiting Construction",0.3,7615,36806400,NA,NA,2019-11-20,2021-01-19,2025-04-10,2025-12-14,2019-11-20,"Wind Onshore","Completed","Connection",TRUE,36806400,60.8571428571429,TRUE,1542,220.285714285714,TRUE,21427200,35.4285714285714,2
"220","Awaiting Construction",0.3,7627,30326400,NA,NA,2019-11-12,2020-10-28,2020-12-07,2021-06-08,2019-11-12,"Wind Onshore","Completed","Connection",TRUE,30326400,50.1428571428571,TRUE,40,5.71428571428571,TRUE,15811200,26.1428571428571,2
"221","Awaiting Construction",0.3,7633,29721600,NA,NA,2019-11-06,2020-10-15,2029-09-25,2030-12-15,2019-11-06,"Wind Onshore","Completed","Connection",TRUE,29721600,49.1428571428571,TRUE,3267,466.714285714286,TRUE,38534400,63.7142857142857,2
"222","Awaiting Construction",0.25,7635,46828800,NA,NA,2019-10-29,2021-04-23,2024-01-05,2024-06-20,2019-10-29,"Wind Onshore","Completed","Connection",TRUE,46828800,77.4285714285714,TRUE,987,141,TRUE,14428800,23.8571428571429,2
"223","Awaiting Construction",0.5,7639,29894400,NA,NA,2019-11-01,2020-10-12,2022-02-04,2023-02-11,2019-11-01,"Wind Onshore","Completed","Connection",TRUE,29894400,49.4285714285714,TRUE,480,68.5714285714286,TRUE,32140800,53.1428571428571,2
"224","Awaiting Construction",10,7640,27302400,NA,NA,2019-10-14,2020-08-25,2029-08-19,2030-10-28,2019-10-14,"Wind Onshore","Completed","Connection",TRUE,27302400,45.1428571428571,FALSE,3281,468.714285714286,TRUE,37584000,62.1428571428571,2
"225","Awaiting Construction",0.2,7643,33782400,NA,NA,2019-10-18,2020-11-12,2026-10-11,2027-08-12,2019-10-18,"Wind Onshore","Completed","Connection",TRUE,33782400,55.8571428571429,TRUE,2159,308.428571428571,TRUE,26352000,43.5714285714286,2
"226","Awaiting Construction",0.3,7644,16416000,NA,NA,2019-10-23,2020-04-30,2022-06-12,2023-05-12,2019-10-23,"Wind Onshore","Completed","Connection",TRUE,16416000,27.1428571428571,TRUE,773,110.428571428571,TRUE,28857600,47.7142857142857,2
"227","Awaiting Construction",0.3,7645,16416000,NA,NA,2019-10-23,2020-04-30,2026-03-29,2027-07-20,2019-10-23,"Wind Onshore","Completed","Connection",TRUE,16416000,27.1428571428571,FALSE,2159,308.428571428571,TRUE,41299200,68.2857142857143,2
"228","Awaiting Construction",0.3,7647,11491200,NA,NA,2019-10-15,2020-02-25,2023-05-22,2024-07-14,2019-10-15,"Wind Onshore","Completed","Connection",TRUE,11491200,19,TRUE,1182,168.857142857143,TRUE,36201600,59.8571428571429,2
"229","Awaiting Construction",1,7650,22896000,NA,NA,2019-10-17,2020-07-08,2020-09-12,2020-12-12,2019-10-17,"Wind Onshore","Completed","Connection",TRUE,22896000,37.8571428571429,TRUE,66,9.42857142857143,TRUE,7862400,13,2
"230","Awaiting Construction",0.5,7651,42681600,NA,NA,2019-10-14,2021-02-19,2024-04-05,2024-07-05,2019-10-14,"Wind Onshore","Completed","Connection",TRUE,42681600,70.5714285714286,FALSE,1141,163,TRUE,7862400,13,2
"231","Awaiting Construction",0.3,7664,14083200,NA,NA,2019-09-25,2020-03-06,2024-01-11,2024-07-21,2019-09-25,"Wind Onshore","Completed","Connection",TRUE,14083200,23.2857142857143,TRUE,1406,200.857142857143,TRUE,16588800,27.4285714285714,2
"232","Awaiting Construction",0.3,7680,23932800,NA,NA,2019-09-12,2020-06-15,2022-09-02,2022-09-02,2019-09-12,"Wind Onshore","Completed","Connection",TRUE,23932800,39.5714285714286,FALSE,809,115.571428571429,TRUE,0,0,2
"233","Awaiting Construction",0.3,7719,40953600,NA,NA,2020-03-13,2021-06-30,2024-03-13,2024-03-13,2020-03-13,"Wind Onshore","Completed","Connection",TRUE,40953600,67.7142857142857,TRUE,987,141,TRUE,0,0,2
"234","Awaiting Construction",0.3,7768,27907200,NA,NA,2019-12-11,2020-10-29,2022-07-21,2023-09-20,2019-12-11,"Wind Onshore","Completed","Connection",TRUE,27907200,46.1428571428571,TRUE,630,90,TRUE,36806400,60.8571428571429,2
"235","Awaiting Construction",0.3,7777,29030400,NA,NA,2020-02-14,2021-01-15,2027-05-12,2028-07-20,2020-02-14,"Wind Onshore","Completed","Connection",TRUE,29030400,48,TRUE,2308,329.714285714286,TRUE,37584000,62.1428571428571,2
"236","Awaiting Construction",0.3,7779,32054400,NA,NA,2020-02-14,2021-02-19,2021-02-20,2021-08-22,2020-02-14,"Wind Onshore","Completed","Connection",TRUE,32054400,53,TRUE,1,0.142857142857143,TRUE,15811200,26.1428571428571,2
"237","Awaiting Construction",0.3,7805,23587200,NA,NA,2020-01-24,2020-10-23,2022-09-10,2023-08-18,2020-01-24,"Wind Onshore","Completed","Connection",TRUE,23587200,39,TRUE,687,98.1428571428571,TRUE,29548800,48.8571428571429,2
"238","Awaiting Construction",0.2,7809,38188800,NA,NA,2020-01-20,2021-04-06,2022-02-03,2023-04-14,2020-01-20,"Wind Onshore","Completed","Connection",TRUE,38188800,63.1428571428571,FALSE,303,43.2857142857143,TRUE,37584000,62.1428571428571,2
"239","Awaiting Construction",0.3,7833,22723200,NA,NA,2019-12-20,2020-09-08,2023-10-24,2024-07-12,2019-12-20,"Wind Onshore","Completed","Connection",TRUE,22723200,37.5714285714286,TRUE,1141,163,TRUE,22636800,37.4285714285714,2
"240","Awaiting Construction",0.3,7920,83980800,NA,NA,2020-03-20,2022-11-17,2027-02-22,2028-01-22,2020-03-20,"Wind Onshore","Completed","Connection",TRUE,83980800,138.857142857143,TRUE,1558,222.571428571429,TRUE,28857600,47.7142857142857,2
"241","Awaiting Construction",0.3,7931,67737600,NA,NA,2020-05-06,2022-06-29,2023-08-25,2025-06-14,2020-05-06,"Wind Onshore","Completed","Connection",TRUE,67737600,112,FALSE,422,60.2857142857143,TRUE,56937600,94.1428571428572,2
"242","Awaiting Construction",0.3,7935,84672000,NA,NA,2020-03-12,2022-11-17,2025-06-14,2027-05-02,2020-03-12,"Wind Onshore","Completed","Connection",TRUE,84672000,140,TRUE,940,134.285714285714,TRUE,59356800,98.1428571428572,2
"243","Awaiting Construction",0.3,7964,30153600,NA,NA,2020-03-19,2021-03-03,2027-05-02,2028-03-31,2020-03-19,"Wind Onshore","Completed","Connection",TRUE,30153600,49.8571428571429,TRUE,2251,321.571428571429,TRUE,28857600,47.7142857142857,2
"244","Awaiting Construction",0.3,8042,50025600,NA,NA,2020-08-27,2022-03-29,2023-05-06,2024-07-06,2020-08-27,"Wind Onshore","Completed","Connection",TRUE,50025600,82.7142857142857,TRUE,403,57.5714285714286,TRUE,36892800,61,2
"245","Awaiting Construction",0.2,8077,5356800,NA,NA,2020-08-07,2020-10-08,2022-01-31,2022-09-15,2020-08-07,"Wind Onshore","Completed","Connection",TRUE,5356800,8.85714285714286,FALSE,480,68.5714285714286,TRUE,19612800,32.4285714285714,2
"246","Awaiting Construction",0.3,8083,42076800,NA,NA,2020-08-06,2021-12-06,2027-10-26,2028-10-25,2020-08-06,"Wind Onshore","Completed","Connection",TRUE,42076800,69.5714285714286,TRUE,2150,307.142857142857,TRUE,31536000,52.1428571428571,2
"247","Awaiting Construction",14,8106,44064000,NA,NA,2020-07-23,2021-12-15,2023-02-10,2024-03-05,2020-07-23,"Wind Onshore","Completed","Connection",TRUE,44064000,72.8571428571429,TRUE,422,60.2857142857143,TRUE,33609600,55.5714285714286,2
"248","Awaiting Construction",0.3,8135,56851200,NA,NA,2020-06-17,2022-04-06,2026-07-12,2027-05-25,2020-06-17,"Wind Onshore","Completed","Connection",TRUE,56851200,94,FALSE,1558,222.571428571429,TRUE,27388800,45.2857142857143,2
"249","Awaiting Construction",NA,8200,21254400,NA,NA,2020-11-02,2021-07-06,2024-09-30,2025-03-30,2020-11-02,"Wind Onshore","Completed","Connection",TRUE,21254400,35.1428571428571,TRUE,1182,168.857142857143,TRUE,15638400,25.8571428571429,2
"250","Awaiting Construction",0.25,8231,47779200,NA,NA,2020-10-20,2022-04-26,2029-07-24,2030-02-01,2020-10-20,"Wind Onshore","Completed","Connection",TRUE,47779200,79,TRUE,2646,378,TRUE,16588800,27.4285714285714,2
"251","Awaiting Construction",0.25,8232,18403200,NA,NA,2020-10-16,2021-05-17,2026-05-07,2027-06-30,2020-10-16,"Wind Onshore","Completed","Connection",TRUE,18403200,30.4285714285714,TRUE,1816,259.428571428571,TRUE,36201600,59.8571428571429,2
"252","Awaiting Construction",0.25,8236,5702400,NA,NA,2020-10-12,2020-12-17,2022-09-18,2023-11-27,2020-10-12,"Wind Onshore","Completed","Connection",TRUE,5702400,9.42857142857143,TRUE,640,91.4285714285714,TRUE,37584000,62.1428571428571,2
"253","Awaiting Construction",0.25,8237,28598400,NA,NA,2020-10-05,2021-09-01,2027-12-27,2028-09-26,2020-10-05,"Wind Onshore","Completed","Connection",TRUE,28598400,47.2857142857143,TRUE,2308,329.714285714286,TRUE,23673600,39.1428571428571,2
"254","Awaiting Construction",0.25,8258,106790400,NA,NA,2020-12-21,2024-05-10,2030-03-11,2030-09-26,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,TRUE,2131,304.428571428571,TRUE,17193600,28.4285714285714,2
"255","Awaiting Construction",0.25,8266,42249600,NA,NA,2020-12-22,2022-04-25,2029-07-23,2029-09-22,2020-12-22,"Wind Onshore","Completed","Connection",TRUE,42249600,69.8571428571429,TRUE,2646,378,TRUE,5270400,8.71428571428572,2
"256","Awaiting Construction",0.25,8273,30067200,NA,NA,2020-12-24,2021-12-07,2028-05-03,2028-09-26,2020-12-24,"Wind Onshore","Completed","Connection",TRUE,30067200,49.7142857142857,TRUE,2339,334.142857142857,TRUE,12614400,20.8571428571429,2
"257","Awaiting Construction",0.25,8279,106790400,NA,NA,2020-12-21,2024-05-10,2030-10-05,2030-10-05,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,TRUE,2339,334.142857142857,TRUE,0,0,2
"258","Awaiting Construction",0.4,8422,27216000,NA,NA,2021-01-20,2021-12-01,2027-02-08,2028-04-18,2021-01-20,"Wind Onshore","Completed","Connection",TRUE,27216000,45,TRUE,1895,270.714285714286,TRUE,37584000,62.1428571428571,2
"259","Awaiting Construction",0.15,8431,15292800,NA,NA,2021-01-26,2021-07-22,2030-07-16,2031-07-16,2021-01-26,"Wind Onshore","Completed","Connection",TRUE,15292800,25.2857142857143,FALSE,3281,468.714285714286,TRUE,31536000,52.1428571428571,2
"260","Awaiting Construction",NA,8867,44409600,NA,NA,2021-02-09,2022-07-08,2028-12-02,2029-05-18,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,44409600,73.4285714285714,TRUE,2339,334.142857142857,TRUE,14428800,23.8571428571429,2
"261","Awaiting Construction",0.25,8868,100915200,NA,NA,2021-02-19,2024-05-02,2028-10-08,2029-06-27,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,100915200,166.857142857143,TRUE,1620,231.428571428571,TRUE,22636800,37.4285714285714,2
"262","Awaiting Construction",0.25,8869,26179200,NA,NA,2021-02-17,2021-12-17,2024-03-14,2025-04-07,2021-02-17,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,TRUE,818,116.857142857143,TRUE,33609600,55.5714285714286,2
"263","Awaiting Construction",NA,8872,106531200,NA,NA,2021-02-09,2024-06-26,2025-08-14,2027-09-08,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,106531200,176.142857142857,TRUE,414,59.1428571428571,TRUE,65232000,107.857142857143,2
"264","Awaiting Construction",0.25,8873,16675200,NA,NA,2021-02-19,2021-08-31,2022-10-03,2023-09-16,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,16675200,27.5714285714286,TRUE,398,56.8571428571429,TRUE,30067200,49.7142857142857,2
"265","Awaiting Construction",0.25,8874,16761600,NA,NA,2021-02-18,2021-08-31,2026-04-18,2027-03-16,2021-02-18,"Wind Onshore","Completed","Connection",TRUE,16761600,27.7142857142857,TRUE,1691,241.571428571429,TRUE,28684800,47.4285714285714,2
"266","Awaiting Construction",0.25,8875,17193600,NA,NA,2021-03-08,2021-09-23,2024-10-24,2026-04-19,2021-03-08,"Wind Onshore","Completed","Connection",TRUE,17193600,28.4285714285714,TRUE,1127,161,TRUE,46828800,77.4285714285714,2
"267","Awaiting Construction",NA,8876,53740800,NA,NA,2021-02-09,2022-10-24,2025-09-27,2026-10-11,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,53740800,88.8571428571429,TRUE,1069,152.714285714286,TRUE,32745600,54.1428571428571,2
"268","Awaiting Construction",NA,8877,31622400,NA,NA,2021-02-22,2022-02-23,2022-04-30,2023-05-14,2021-02-22,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,TRUE,66,9.42857142857143,TRUE,32745600,54.1428571428571,2
"269","Awaiting Construction",0.25,9595,43545600,NA,NA,2020-06-08,2021-10-25,2022-12-02,2024-04-28,2020-06-08,"Wind Onshore","Completed","Connection",TRUE,43545600,72,TRUE,403,57.5714285714286,TRUE,44323200,73.2857142857143,2
"270","Awaiting Construction",0.15,9599,41644800,NA,NA,2021-08-24,2022-12-19,2025-10-23,2025-12-23,2021-08-24,"Wind Onshore","Completed","Connection",TRUE,41644800,68.8571428571429,FALSE,1039,148.428571428571,TRUE,5270400,8.71428571428572,2
"271","Awaiting Construction",0.25,9675,18921600,NA,NA,2021-08-17,2022-03-24,2029-06-21,2030-04-21,2021-08-17,"Wind Onshore","Completed","Connection",TRUE,18921600,31.2857142857143,FALSE,2646,378,TRUE,26265600,43.4285714285714,2
"272","Awaiting Construction",0.25,9713,5875200,NA,NA,2021-08-18,2021-10-25,2023-10-31,2024-04-15,2021-08-18,"Wind Onshore","Completed","Connection",TRUE,5875200,9.71428571428572,TRUE,736,105.142857142857,TRUE,14428800,23.8571428571429,2
"273","Awaiting Construction",0.15,10591,10972800,NA,NA,2021-11-30,2022-04-06,2024-11-08,2026-07-09,2021-11-30,"Wind Onshore","Completed","Connection",TRUE,10972800,18.1428571428571,FALSE,947,135.285714285714,TRUE,52531200,86.8571428571429,2
"274","Awaiting Construction",0.25,11506,19008000,NA,NA,2021-10-19,2022-05-27,2029-08-24,2030-10-17,2021-10-19,"Wind Onshore","Completed","Connection",TRUE,19008000,31.4285714285714,TRUE,2646,378,TRUE,36201600,59.8571428571429,2
"275","Awaiting Construction",NA,13665,15033600,NA,NA,2023-01-17,2023-07-10,2028-09-10,2029-09-24,2023-01-17,"Wind Onshore","Completed","Connection",TRUE,15033600,24.8571428571429,TRUE,1889,269.857142857143,TRUE,32745600,54.1428571428571,2
"276","Awaiting Construction",NA,13667,31622400,NA,NA,2023-01-25,2024-01-26,2028-08-11,2029-01-04,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,TRUE,1659,237,TRUE,12614400,20.8571428571429,2
"277","Awaiting Construction",0.85,13668,26784000,NA,NA,2023-01-25,2023-12-01,2029-02-01,2030-07-28,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,26784000,44.2857142857143,TRUE,1889,269.857142857143,TRUE,46828800,77.4285714285714,2
"278","Awaiting Construction",0.66,13994,26179200,NA,NA,2023-02-01,2023-12-01,2028-05-11,2029-01-28,2023-02-01,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,FALSE,1623,231.857142857143,TRUE,22636800,37.4285714285714,2
"279","Awaiting Construction",0.25,13995,35942400,NA,NA,2023-02-07,2024-03-29,2033-04-08,2033-09-01,2023-02-07,"Wind Onshore","Completed","Connection",TRUE,35942400,59.4285714285714,TRUE,3297,471,TRUE,12614400,20.8571428571429,2
"280","Awaiting Construction",0.66,14112,32054400,NA,NA,2023-02-21,2024-02-27,2025-09-17,2026-02-10,2023-02-21,"Wind Onshore","Completed","Connection",TRUE,32054400,53,TRUE,568,81.1428571428571,TRUE,12614400,20.8571428571429,2
"281","Awaiting Construction",0.85,14114,38361600,NA,NA,2023-03-07,2024-05-24,2030-04-22,2031-11-30,2023-03-07,"Wind Onshore","Completed","Connection",TRUE,38361600,63.4285714285714,TRUE,2159,308.428571428571,TRUE,50716800,83.8571428571429,2
"282","Awaiting Construction",0.25,14115,17971200,NA,NA,2023-03-09,2023-10-03,2023-11-12,2024-05-11,2023-03-09,"Wind Onshore","Completed","Connection",TRUE,17971200,29.7142857142857,TRUE,40,5.71428571428571,TRUE,15638400,25.8571428571429,2
"283","Awaiting Construction",NA,14126,36806400,NA,NA,2023-04-04,2024-06-03,2025-02-19,2025-03-19,2023-04-04,"Solar Photovoltaics","Completed","Connection",TRUE,36806400,60.8571428571429,FALSE,261,37.2857142857143,TRUE,2419200,4,2
"284","Awaiting Construction",2,14132,18403200,NA,NA,2023-05-09,2023-12-08,2024-01-17,2025-06-01,2023-05-09,"Wind Onshore","Completed","Connection",TRUE,18403200,30.4285714285714,TRUE,40,5.71428571428571,TRUE,43286400,71.5714285714286,2
"285","Awaiting Construction",0.15,15229,5356800,NA,NA,2023-10-19,2023-12-20,2025-07-10,2025-11-18,2023-10-19,"Solar Photovoltaics","Completed","Connection",TRUE,5356800,8.85714285714286,FALSE,568,81.1428571428571,TRUE,11318400,18.7142857142857,2
"286","Awaiting Construction",NA,15281,9763200,NA,NA,2023-10-19,2024-02-09,2024-02-10,2024-02-10,2023-10-19,"Wind Onshore","Completed","Connection",TRUE,9763200,16.1428571428571,TRUE,1,0.142857142857143,TRUE,0,0,2
"287","Awaiting Construction",NA,16293,16934400,NA,NA,2024-03-26,2024-10-08,2025-10-30,2026-01-05,2024-03-26,"Solar Photovoltaics","Completed","Connection",TRUE,16934400,28,TRUE,387,55.2857142857143,TRUE,5788800,9.57142857142857,2
"288","Awaiting Construction",2,16451,9849600,NA,NA,2024-04-22,2024-08-14,2025-05-13,2025-07-11,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,9849600,16.2857142857143,TRUE,272,38.8571428571429,TRUE,5097600,8.42857142857143,2
"289","Awaiting Construction",2.5,16454,10022400,NA,NA,2024-04-22,2024-08-16,2026-03-02,2026-05-07,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,10022400,16.5714285714286,TRUE,563,80.4285714285714,TRUE,5702400,9.42857142857143,2
"290","Awaiting Construction",0.3,16620,16848000,NA,NA,2024-05-28,2024-12-09,2026-04-17,2026-06-29,2024-05-28,"Solar Photovoltaics","Completed","Connection",TRUE,16848000,27.8571428571429,TRUE,494,70.5714285714286,TRUE,6307200,10.4285714285714,2
"291","Awaiting Construction",NA,16629,19526400,NA,NA,2024-05-28,2025-01-09,2029-06-15,2029-08-15,2024-05-28,"Wind Onshore","Completed","Connection",TRUE,19526400,32.2857142857143,TRUE,1618,231.142857142857,TRUE,5270400,8.71428571428572,2
"292","Awaiting Construction",NA,16715,5443200,NA,NA,2024-06-12,2024-08-14,2026-04-09,2026-12-24,2024-06-12,"Solar Photovoltaics","Completed","Connection",TRUE,5443200,9,TRUE,603,86.1428571428571,TRUE,22377600,37,2
"293","Awaiting Construction",NA,16716,5443200,NA,NA,2024-06-12,2024-08-14,2025-12-21,2026-02-24,2024-06-12,"Solar Photovoltaics","Completed","Connection",TRUE,5443200,9,TRUE,494,70.5714285714286,TRUE,5616000,9.28571428571429,2
"294","Awaiting Construction",NA,17468,2678400,NA,NA,2024-09-30,2024-10-31,2026-03-28,2026-07-06,2024-09-30,"Solar Photovoltaics","Completed","Connection",TRUE,2678400,4.42857142857143,TRUE,513,73.2857142857143,TRUE,8640000,14.2857142857143,2
"295","Under Construction",27,4650,35942400,1127,NA,2011-09-26,2012-11-15,2015-12-17,2016-11-15,2011-09-26,"Wind Onshore","Completed","Construction",TRUE,35942400,59.4285714285714,TRUE,1127,161,TRUE,28857600,47.7142857142857,2
"296","Appeal Lodged",0.3,7672,NA,NA,NA,2019-09-16,2019-11-21,2020-12-23,2021-07-10,2019-09-16,"Wind Onshore","Completed","Planning",TRUE,5702400,9.42857142857143,TRUE,398,56.8571428571429,TRUE,17193600,28.4285714285714,2
"297","Application Submitted",0.2,8166,NA,NA,NA,2020-12-21,2023-11-27,2025-01-14,2026-04-05,2020-12-21,"Wind Onshore","Completed","Planning",FALSE,92534400,153,FALSE,414,59.1428571428571,TRUE,38534400,63.7142857142857,2
"298","Application Submitted",0.25,8194,NA,NA,NA,2020-11-16,2022-12-12,2026-11-09,2027-07-15,2020-11-16,"Wind Onshore","Completed","Planning",TRUE,65318400,108,TRUE,1428,204,TRUE,21427200,35.4285714285714,2
"299","Application Submitted",NA,8224,NA,NA,NA,2020-10-01,2024-01-25,2024-11-23,2027-05-25,2020-10-01,"Wind Onshore","Completed","Planning",TRUE,104630400,173,TRUE,303,43.2857142857143,TRUE,78883200,130.428571428571,2
"300","Application Submitted",NA,8262,NA,NA,NA,2020-12-22,2025-08-17,2034-08-11,2036-04-10,2020-12-22,"Wind Onshore","Completed","Planning",FALSE,146793600,242.714285714286,FALSE,3281,468.714285714286,TRUE,52531200,86.8571428571429,2
"301","Application Submitted",0.25,8276,NA,NA,NA,2020-12-22,2021-09-25,2023-06-27,2024-12-20,2020-12-22,"Wind Onshore","Completed","Planning",TRUE,23932800,39.5714285714286,TRUE,640,91.4285714285714,TRUE,46828800,77.4285714285714,2
"302","Application Submitted",NA,8277,NA,NA,NA,2020-12-30,2022-02-23,2026-10-11,2028-02-01,2020-12-30,"Wind Onshore","Completed","Planning",FALSE,36288000,60,TRUE,1691,241.571428571429,TRUE,41299200,68.2857142857143,2
"303","Application Submitted",3.75,8870,NA,NA,NA,2021-03-03,2021-08-27,2023-01-03,2023-05-02,2021-03-03,"Solar Photovoltaics","Completed","Planning",TRUE,15292800,25.2857142857143,TRUE,494,70.5714285714286,TRUE,10281600,17,2
"304","Application Submitted",NA,8871,NA,NA,NA,2021-02-26,2022-02-07,2026-07-16,2028-04-04,2021-02-26,"Wind Onshore","Completed","Planning",TRUE,29894400,49.4285714285714,TRUE,1620,231.428571428571,TRUE,54259200,89.7142857142857,2
"305","Application Submitted",NA,9676,NA,NA,NA,2021-06-02,2023-01-10,2025-04-07,2026-04-21,2021-06-02,"Wind Onshore","Completed","Planning",TRUE,50716800,83.8571428571429,TRUE,818,116.857142857143,TRUE,32745600,54.1428571428571,2
"306","Application Submitted",NA,10590,NA,NA,NA,2021-11-25,2022-06-10,2023-07-16,2023-09-20,2021-11-25,"Solar Photovoltaics","Completed","Planning",TRUE,17020800,28.1428571428571,TRUE,401,57.2857142857143,TRUE,5702400,9.42857142857143,2
"307","Application Submitted",58.8,11718,NA,NA,NA,2021-12-22,2025-12-06,2026-10-05,2027-04-04,2021-12-22,"Wind Onshore","Completed","Planning",TRUE,124848000,206.428571428571,TRUE,303,43.2857142857143,TRUE,15638400,25.8571428571429,2
"308","Application Submitted",28.8,13669,NA,NA,NA,2023-01-05,2024-01-20,2030-03-20,2031-04-13,2023-01-05,"Wind Onshore","Completed","Planning",TRUE,32832000,54.2857142857143,TRUE,2251,321.571428571429,TRUE,33609600,55.5714285714286,2
